Model,Initial,Ending,Total_Return,CAGR,MaxDD,Sharpe,Calmar,Ulcer_Index,Win_Rate,Profit_Factor,Trades_Per_Year,Liquidations
Path A: Macro Dislocation Sniper (20X),10000.0,1708.563916198444,-82.91%,-23.34%,83.94%,-0.41,-0.28,65.19,49.18%,0.72,36.7,0
