total_return,cagr,max_drawdown,daily_sharpe,calmar,trades,trades_per_day,win_rate,profit_factor,avg_win_pct_margin,avg_loss_pct_margin,tp_hit_rate,avg_hold_min,avg_tp_dist_pct,avg_sl_dist_pct,fees_pct_of_initial_equity,funding_pct_of_initial_equity,liquidations,skipped_signals,years,signal_mode,band_tf,adx_threshold,leverage,margin_frac,long_signals,short_signals
-0.999999923330955,-0.9975546100440201,-0.9999999238811804,-16.29418525920359,-0.9975546859767053,12861,12.932993664733683,0.8135448254412565,0.6440784385514543,0.02252570039323542,-0.15259720855878958,0.8135448254412565,8.907783220589378,0.0012823993748694044,0.008697948780599015,0.5228345679093901,5.9195299294322465e-05,16,18559,2.724474885844749,unanimous,1m,20.0,20.0,0.05,29545,34301
-0.9999125297036296,-0.9676042902913323,-0.999913797261685,-11.309918833892011,-0.9676877076215631,8766,8.81507055944759,0.9098790782569016,0.7742000342087842,0.024036110792895082,-0.31345057080260624,0.9098790782569016,26.647729865389003,0.0012930766368403953,0.018882608918880602,0.5588998635179327,0.0012761640405978055,36,34690,2.724474885844749,unanimous,5m,20.0,20.0,0.05,29545,34301
-0.9865963582074335,-0.7945955468059384,-0.9874109099151533,-5.069714907652542,-0.8047263189285773,4206,4.229544464183957,0.9260580123632906,0.8513556406539146,0.03310587666354365,-0.48701366588382056,0.9251069900142653,58.36376604850214,0.0018699762194226116,0.030885122068569998,0.5521699023776622,0.0030425333252570978,42,42651,2.724474885844749,unanimous,15m,20.0,20.0,0.05,29545,34301
-0.8726355049175164,-0.5306313418142226,-0.8781623009420715,-2.6079063101302693,-0.6042520172466683,2071,2.0825931015989005,0.9367455335586673,0.9004152175023921,0.04326202964810537,-0.7115321017901545,0.9362626750362144,103.96233703524867,0.0025113216916727394,0.0599534370885621,0.5870382685173131,0.006894988165861319,60,50169,2.724474885844749,unanimous,1h,20.0,20.0,0.05,29545,34301
-0.9989956612594929,-0.9206475210348048,-0.9990192932042058,-10.101077702178642,-0.9215512926501798,5206,5.2351422920926485,0.8148290434114484,0.6542036276011727,0.02581592994924047,-0.1736474684454696,0.8148290434114484,10.674990395697272,0.0015007830221242973,0.009866224269335129,0.5625794769707531,-2.877301823292947e-05,12,6984,2.724474885844749,unanimous,1m,25.0,20.0,0.05,11121,13473
-0.9840182972994534,-0.7808951242614914,-0.9845364245464866,-6.350747988588159,-0.7931602171257404,3622,3.6422753326852813,0.913859745996687,0.7499301536710421,0.025763130368612934,-0.3644611276791259,0.913859745996687,31.297901711761458,0.0013866688983965284,0.021484644274468487,0.6051222038221353,0.0004347597055656913,25,15399,2.724474885844749,unanimous,5m,25.0,20.0,0.05,11121,13473
-0.6817821241407918,-0.3431315055122556,-0.6970735309985753,-2.2209767018466207,-0.4922457821927496,1469,1.477223209197868,0.9353301565690946,0.9873892515500804,0.036611330495136284,-0.5362783247399904,0.9332879509870661,65.61130020422056,0.00201390754535824,0.03518347541875663,0.6503184191450934,0.0054904765142408515,17,18931,2.724474885844749,unanimous,15m,25.0,20.0,0.05,11121,13473
-0.5721050803881369,-0.267707143073757,-0.5838306439367325,-1.7401078149785758,-0.4585356144868055,631,0.6345322294103845,0.93026941362916,0.7852002740493,0.04494652101728542,-0.7636617951646194,0.93026941362916,113.6973058637084,0.0027238939452292,0.07206728157054357,0.2824556572248384,0.0009455522208125187,26,21256,2.724474885844749,unanimous,1h,25.0,20.0,0.05,11121,13473
-1.0,-0.9999993210541808,-1.0,-21.682445691055985,-0.9999993210541808,27405,27.558408473837694,0.6883780332056194,0.5570167391764387,0.02225301752771579,-0.0882509933094117,0.6883780332056194,6.965407772304324,0.001939968003372091,0.006538045216658311,0.5238481778739208,9.006406025343416e-05,20,41153,2.724474885844749,htf_gate,1m,20.0,20.0,0.05,92599,102084
-0.9999999754859574,-0.9983908873490439,-0.9999999758411977,-17.307258695500764,-0.9983909114689725,15899,15.987999865920289,0.900811371784389,0.7388211561096616,0.022235460281403066,-0.27332463513465,0.9007484747468394,22.040568589219447,0.0012521085946450574,0.016666775761310423,0.5622888142250241,0.0010610523547302294,54,56291,2.724474885844749,htf_gate,5m,20.0,20.0,0.05,92599,102084
-0.9999978415514409,-0.9916749816557034,-0.9999979816397137,-13.165653075670615,-0.9916769832171433,12238,12.306506217946568,0.9353652557607453,0.7852575071720568,0.024981492890598273,-0.46038534479273513,0.935283543062592,39.4975486190554,0.0013644509800561698,0.028803294312502767,0.5335845079993699,0.0016377835547723148,102,82211,2.724474885844749,htf_gate,15m,20.0,20.0,0.05,92599,102084
-0.998984158338037,-0.9203151383757903,-0.9989900903210732,-6.305005420640863,-0.9212455131361743,6654,6.691247946904435,0.9502554854223024,0.8418085671945909,0.03170594568205711,-0.719486348381706,0.9501051998797716,73.78028253681995,0.0018067034388697856,0.05607660732472031,0.7363253731635762,0.004093230730992598,148,124993,2.724474885844749,htf_gate,1h,20.0,20.0,0.05,92599,102084
-0.999999999486278,-0.9996105642235606,-0.9999999995005536,-15.12495495137617,-0.9996105647228125,15039,15.123185733918813,0.6914023538799122,0.5777916217843782,0.02449671531429136,-0.09498933771434677,0.6914023538799122,7.581621118425427,0.002132076293184086,0.007154487673757293,0.5435437219189432,0.0003850876557625143,16,21755,2.724474885844749,htf_gate,1m,25.0,20.0,0.05,48227,56748
-0.9999677995776425,-0.9775513048228133,-0.9999688331641894,-11.660756175223344,-0.9775817729534224,8901,8.950826266215264,0.9013593978204696,0.7283921678480911,0.024418747837971957,-0.30633766597153966,0.901022357038535,25.155937535108414,0.0014031057779194515,0.018374189539632196,0.46658576712593697,0.00043001109141611605,46,32428,2.724474885844749,htf_gate,5m,25.0,20.0,0.05,48227,56748
-0.9994486718080366,-0.9363267893687652,-0.9994774318984506,-8.80940264056323,-0.9368163397049053,6964,7.002983273556128,0.9388282596209075,0.7953540980846401,0.027145699617927104,-0.5238124699538741,0.9386846639862149,43.42734060884549,0.0014673738139688254,0.03212027931113831,0.4229224319318719,0.001132728267349448,82,49629,2.724474885844749,htf_gate,15m,25.0,20.0,0.05,48227,56748
-0.9696342984420128,-0.7226877169774036,-0.970379990886712,-3.94708485409171,-0.7447471338697198,3289,3.307411255991687,0.9474004256612952,0.8493734412208533,0.036021981408788345,-0.7638714291761305,0.9464882943143813,83.50927333536029,0.0020705683897927255,0.0651519100146266,0.47774905734180073,0.004236983675171214,93,76685,2.724474885844749,htf_gate,1h,25.0,20.0,0.05,48227,56748
