bar_time,target_pos,curr_pos,asset_units,entry_price,stop_price,cash,equity,bars_held
2025-01-01 00:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10000.0,10000.0,0
2025-01-01 04:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10000.0,10000.0,0
2025-01-01 08:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10000.0,10000.0,0
2025-01-01 12:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10000.0,10000.0,0
2025-01-01 16:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10000.0,10000.0,0
2025-01-01 20:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10000.0,10000.0,0
2025-01-02 00:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10000.0,10000.0,0
2025-01-02 04:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10000.0,10000.0,0
2025-01-02 08:00:00,BNBUSDT,BNBUSDT,14.126892279159238,707.303475,695.7191892857144,9992.0,10076.147187033119,1
2025-01-02 12:00:00,BNBUSDT,BNBUSDT,14.126892279159238,707.303475,695.7191892857144,9992.0,9952.960686358849,2
2025-01-02 16:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,203.89105825515637,9932.214770457374,9923.410258433365,1
2025-01-02 20:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,203.89105825515637,9932.214770457374,10001.188209077623,2
2025-01-03 00:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,203.89105825515637,9932.214770457374,9988.705328110027,3
2025-01-03 04:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,203.89105825515637,9932.214770457374,9983.904220045566,4
2025-01-03 08:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,203.89105825515637,9932.214770457374,10298.856909074173,5
2025-01-03 12:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10435.688488911299,6
2025-01-03 16:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10423.2056079437,7
2025-01-03 20:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10465.935469717399,8
2025-01-04 00:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10416.9641674599,9
2025-01-04 04:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10404.481286492304,10
2025-01-04 08:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10391.998405524706,11
2025-01-04 12:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10289.734803751699,12
2025-01-04 16:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10350.228765363901,13
2025-01-04 20:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10402.56084326652,14
2025-01-05 00:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10464.495137298061,15
2025-01-05 04:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10392.9586271376,16
2025-01-05 08:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10271.010482300304,17
2025-01-05 12:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10254.686714881138,18
2025-01-05 16:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10216.277850365454,19
2025-01-05 20:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10246.04472036511,20
2025-01-06 00:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10351.66909778324,21
2025-01-06 04:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10332.944776331844,22
2025-01-06 08:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10382.876300202232,23
2025-01-06 12:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10640.215692457314,24
2025-01-06 16:00:00,SOLUSDT,SOLUSDT,48.01108064460479,206.87338499999998,207.28713176999997,9932.214770457374,10562.437741813053,25
2025-01-06 20:00:00,BNBUSDT,BNBUSDT,14.386186435780633,732.6661499999999,721.9743642857142,10540.271829085617,10493.572109987108,1
2025-01-07 00:00:00,BTCUSDT,BTCUSDT,0.10237449144097997,102286.7178,100759.48315714287,10471.550715942034,10412.312965438507,1
2025-01-07 04:00:00,BTCUSDT,BTCUSDT,0.10237449144097997,102286.7178,100759.48315714287,10471.550715942034,10407.883221193855,2
2025-01-07 08:00:00,BTCUSDT,USDT_CASH,0.0,0.0,0.0,10291.488262363546,10291.488262363546,0
2025-01-07 12:00:00,BTCUSDT,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-07 16:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-07 20:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-08 00:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-08 04:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-08 08:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-08 12:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-08 16:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-08 20:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-09 00:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-09 04:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
2025-01-09 08:00:00,USDT_CASH,USDT_CASH,0.0,0.0,0.0,10089.149743881277,10089.149743881277,0
