trade_id,symbol,direction,market_type,formation_time,U,L,frozen_atr,breakout_time,breakout_price,confirm_time,confirm_price,entry_time,entry_price,units,nominal_size_usdt,initial_sl,final_sl,sl_updates,exit_time,exit_price,exit_reason,bars_held,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,net_pnl_usdt,net_r_multiple
1,BNBUSDT,LONG,spot,2024-01-03 16:25:00+00:00,316.2674,315.3299,2.6472,2024-01-03 16:30:00+00:00,319.1,2024-01-03 16:45:00+00:00,319.9,2024-01-03 16:50:00+00:00,319.9599,9.690964,3100.72,314.8005,314.8005,0,2024-01-03 18:30:00+00:00,314.3283,STOP_LOSS,20,-54.58,2.4806,2.4369,6.1196,-59.49,-1.19
2,SOLUSDT,LONG,spot,2024-01-05 09:35:00+00:00,101.9037,101.6983,0.5483,2024-01-05 09:50:00+00:00,102.38,2024-01-05 10:00:00+00:00,102.0,2024-01-05 10:05:00+00:00,102.041,96.442625,9841.1,101.5886,101.5886,0,2024-01-05 10:10:00+00:00,101.4362,STOP_LOSS,1,-58.33,7.8729,7.8262,19.5947,-74.02,-1.697
3,BTCUSDT,LONG,spot,2024-01-05 12:25:00+00:00,43857.657,43841.6975,129.2084,2024-01-05 12:30:00+00:00,43959.99,2024-01-05 12:40:00+00:00,43914.0,2024-01-05 12:45:00+00:00,43935.947,0.222319,9767.82,43815.8558,43892.2443,1,2024-01-05 13:25:00+00:00,43826.406,TRAILING_STOP,8,-24.35,7.8143,7.7948,19.4991,-39.96,-1.497
4,BTCUSDT,LONG,spot,2024-01-05 12:55:00+00:00,43871.1059,43850.6632,100.2815,2024-01-05 13:00:00+00:00,43977.99,2024-01-05 13:25:00+00:00,43919.04,2024-01-05 13:30:00+00:00,43940.9995,0.221394,9728.25,43830.6069,43830.6069,0,2024-01-05 13:35:00+00:00,43764.8609,STOP_LOSS,1,-39.0,7.7826,7.7514,19.398,-54.53,-2.231
5,BTCUSDT,LONG,spot,2024-01-05 21:10:00+00:00,43742.3735,43664.8933,187.1619,2024-01-05 21:20:00+00:00,43874.37,2024-01-05 21:25:00+00:00,43788.77,2024-01-05 21:30:00+00:00,43810.6644,0.22082,9674.27,43627.4609,44077.9339,4,2024-01-05 23:15:00+00:00,44011.817,TRAILING_STOP,21,44.42,7.7394,7.775,19.4152,28.9,0.714
6,BNBUSDT,LONG,spot,2024-01-06 23:40:00+00:00,306.6262,306.5661,0.7845,2024-01-06 23:45:00+00:00,307.5,2024-01-07 00:00:00+00:00,306.8,2024-01-07 00:05:00+00:00,306.8533,31.620594,9702.89,306.4092,307.2827,4,2024-01-07 01:00:00+00:00,306.8218,TRAILING_STOP,11,-1.0,7.7623,7.7615,19.4043,-16.52,-1.176
7,SOLUSDT,LONG,spot,2024-01-07 19:45:00+00:00,94.5614,94.4814,0.2954,2024-01-07 19:50:00+00:00,94.81,2024-01-07 19:55:00+00:00,94.75,2024-01-07 20:00:00+00:00,94.8074,102.170616,9686.53,94.4223,94.6575,1,2024-01-07 20:15:00+00:00,94.5156,TRAILING_STOP,3,-29.82,7.7492,7.7254,19.3283,-45.29,-1.151
8,BTCUSDT,LONG,spot,2024-01-09 12:25:00+00:00,46642.0064,46615.3346,79.3527,2024-01-09 12:35:00+00:00,46736.0,2024-01-09 12:45:00+00:00,46792.0,2024-01-09 12:50:00+00:00,46815.396,0.205951,9641.69,46599.4641,46599.4641,0,2024-01-09 12:55:00+00:00,46529.5649,STOP_LOSS,1,-58.87,7.7134,7.6663,19.1951,-74.25,-1.67
10,SOLUSDT,LONG,spot,2024-01-09 14:00:00+00:00,100.9072,100.7068,1.0597,2024-01-09 14:10:00+00:00,101.56,2024-01-09 14:15:00+00:00,101.2,2024-01-09 14:20:00+00:00,101.2406,64.802419,6560.64,100.4949,100.4949,0,2024-01-09 14:30:00+00:00,100.3441,STOP_LOSS,2,-58.09,5.2485,5.202,13.0341,-68.54,-1.418
9,BTCUSDT,LONG,spot,2024-01-09 13:45:00+00:00,46648.8246,46636.097,216.3814,2024-01-09 13:50:00+00:00,46904.11,2024-01-09 14:15:00+00:00,46719.64,2024-01-09 14:20:00+00:00,46742.9898,0.204698,9568.19,46592.8207,46592.8207,0,2024-01-09 14:40:00+00:00,46522.9314,STOP_LOSS,4,-45.05,7.6545,7.6185,19.0688,-60.32,-1.962
11,SOLUSDT,LONG,spot,2024-01-09 16:50:00+00:00,100.5348,100.3166,0.6532,2024-01-09 16:55:00+00:00,100.89,2024-01-09 17:00:00+00:00,101.14,2024-01-09 17:05:00+00:00,101.2206,46.084242,4664.67,100.186,100.186,0,2024-01-09 17:10:00+00:00,100.0357,STOP_LOSS,1,-54.61,3.7317,3.6881,9.2474,-62.03,-1.301
12,BTCUSDT,LONG,spot,2024-01-09 19:40:00+00:00,46716.6105,46711.0012,98.1981,2024-01-09 19:45:00+00:00,46853.13,2024-01-09 20:15:00+00:00,46791.09,2024-01-09 20:20:00+00:00,46814.4855,0.200348,9379.21,46691.3615,46691.3615,0,2024-01-09 20:30:00+00:00,46621.3245,STOP_LOSS,2,-38.7,7.5034,7.4724,18.7004,-53.68,-2.176
14,SOLUSDT,LONG,spot,2024-01-10 00:15:00+00:00,99.2044,98.9035,0.7109,2024-01-10 00:20:00+00:00,99.83,2024-01-10 00:25:00+00:00,99.62,2024-01-10 00:30:00+00:00,99.6698,52.137985,5196.58,98.7613,98.7613,0,2024-01-10 00:40:00+00:00,98.6132,STOP_LOSS,2,-55.09,4.1573,4.1132,10.3105,-63.36,-1.338
13,BNBUSDT,LONG,spot,2024-01-09 23:30:00+00:00,300.3436,299.9289,1.0726,2024-01-09 23:50:00+00:00,301.2,2024-01-10 00:00:00+00:00,300.6,2024-01-10 00:05:00+00:00,300.6502,31.019666,9326.07,299.7144,301.41,10,2024-01-10 01:15:00+00:00,300.9579,TRAILING_STOP,14,9.54,7.4609,7.4685,18.6665,-5.39,-0.186
15,SOLUSDT,LONG,spot,2024-01-10 21:10:00+00:00,96.0196,95.8556,1.3473,2024-01-10 21:15:00+00:00,96.84,2024-01-10 21:20:00+00:00,96.82,2024-01-10 21:25:00+00:00,96.8584,36.750122,3559.56,95.5861,103.3496,19,2024-01-10 23:25:00+00:00,103.1946,TRAILING_STOP,24,232.86,2.8476,3.0339,7.4684,226.97,4.854
16,BNBUSDT,LONG,spot,2024-01-10 21:10:00+00:00,295.887,295.7053,2.0682,2024-01-10 21:15:00+00:00,297.5,2024-01-10 21:40:00+00:00,298.0,2024-01-10 21:45:00+00:00,298.149,16.542486,4932.13,295.2917,307.2534,15,2024-01-10 23:25:00+00:00,306.7925,TRAILING_STOP,20,142.99,3.9457,4.0601,10.0787,134.98,2.856
17,ETHUSDT,LONG,spot,2024-01-11 20:15:00+00:00,2614.22,2611.803,6.5798,2024-01-11 20:20:00+00:00,2627.25,2024-01-11 20:30:00+00:00,2616.16,2024-01-11 20:35:00+00:00,2617.4681,3.673911,9616.35,2610.487,2610.487,0,2024-01-11 20:40:00+00:00,2593.6038,STOP_LOSS,1,-87.68,7.6931,7.6229,19.1012,-102.99,-4.016
18,ETHUSDT,LONG,spot,2024-01-11 23:10:00+00:00,2611.1383,2609.4716,5.3559,2024-01-11 23:15:00+00:00,2618.82,2024-01-11 23:30:00+00:00,2614.72,2024-01-11 23:35:00+00:00,2616.0274,3.636959,9514.38,2608.4004,2614.0416,2,2024-01-12 00:15:00+00:00,2610.1205,TRAILING_STOP,8,-21.48,7.6115,7.5943,18.9965,-36.69,-1.323
19,BNBUSDT,LONG,spot,2024-01-12 10:55:00+00:00,309.4193,309.1868,0.6239,2024-01-12 11:00:00+00:00,310.4,2024-01-12 11:15:00+00:00,309.7,2024-01-12 11:20:00+00:00,309.8548,30.588716,9478.06,309.0621,309.987,2,2024-01-12 12:05:00+00:00,309.522,TRAILING_STOP,9,-10.18,7.5824,7.5743,18.9409,-25.34,-1.045
20,BNBUSDT,LONG,spot,2024-01-12 11:30:00+00:00,309.8055,309.4905,0.7565,2024-01-12 11:35:00+00:00,310.7,2024-01-12 12:05:00+00:00,310.4,2024-01-12 12:10:00+00:00,310.4552,30.448772,9452.98,309.3392,310.281,1,2024-01-12 12:40:00+00:00,309.8155,TRAILING_STOP,6,-19.48,7.5624,7.5468,18.8767,-34.58,-1.018
21,SOLUSDT,LONG,spot,2024-01-13 15:30:00+00:00,92.2452,92.1817,0.4249,2024-01-13 15:35:00+00:00,92.91,2024-01-13 16:15:00+00:00,92.37,2024-01-13 16:20:00+00:00,92.4162,101.916558,9418.74,92.0967,92.1632,2,2024-01-13 16:45:00+00:00,92.025,TRAILING_STOP,5,-39.87,7.535,7.5031,18.7777,-54.91,-1.686
22,BNBUSDT,LONG,spot,2024-01-16 01:50:00+00:00,316.753,316.6579,1.004,2024-01-16 01:55:00+00:00,317.4,2024-01-16 02:15:00+00:00,317.1,2024-01-16 02:20:00+00:00,317.2586,29.516563,9364.38,316.4571,316.4571,0,2024-01-16 02:25:00+00:00,315.9824,STOP_LOSS,1,-37.67,7.4915,7.4614,18.6723,-52.62,-2.224
23,BNBUSDT,LONG,spot,2024-01-16 07:15:00+00:00,315.9057,315.7349,0.4995,2024-01-16 07:20:00+00:00,316.3,2024-01-16 07:55:00+00:00,316.4,2024-01-16 08:00:00+00:00,316.5582,29.417298,9312.29,315.635,315.635,0,2024-01-16 08:05:00+00:00,315.0267,STOP_LOSS,1,-45.05,7.4498,7.4138,18.557,-59.91,-2.206
24,BNBUSDT,LONG,spot,2024-01-16 15:45:00+00:00,316.8898,316.5446,1.2413,2024-01-16 16:00:00+00:00,318.0,2024-01-16 16:05:00+00:00,317.3,2024-01-16 16:10:00+00:00,317.3586,29.156202,9252.97,316.2963,316.2963,0,2024-01-16 17:30:00+00:00,315.8219,STOP_LOSS,16,-44.81,7.4024,7.3665,18.4387,-59.57,-1.923
25,ETHUSDT,LONG,spot,2024-01-17 14:50:00+00:00,2551.911,2549.2412,9.2948,2024-01-17 15:05:00+00:00,2561.02,2024-01-17 15:20:00+00:00,2557.31,2024-01-17 15:25:00+00:00,2558.5887,3.593385,9193.99,2547.3822,2547.3822,0,2024-01-17 15:35:00+00:00,2543.5611,STOP_LOSS,2,-54.0,7.3552,7.312,18.307,-68.67,-1.705
26,BNBUSDT,LONG,spot,2024-01-20 17:00:00+00:00,314.4659,314.3233,0.4449,2024-01-20 17:05:00+00:00,314.7,2024-01-20 17:15:00+00:00,314.7,2024-01-20 17:20:00+00:00,314.7573,28.993808,9126.01,314.2343,314.2343,0,2024-01-20 17:35:00+00:00,313.7629,STOP_LOSS,3,-28.83,7.3008,7.2777,18.2088,-43.41,-2.863
27,BNBUSDT,LONG,spot,2024-01-21 16:30:00+00:00,318.8225,318.6958,0.4853,2024-01-21 17:00:00+00:00,319.3,2024-01-21 17:15:00+00:00,319.1,2024-01-21 17:20:00+00:00,319.1595,28.459243,9083.04,318.5987,320.6449,2,2024-01-21 19:25:00+00:00,319.8196,TRAILING_STOP,25,18.78,7.2664,7.2815,18.1943,4.24,0.265
29,BTCUSDT,LONG,spot,2024-01-24 15:30:00+00:00,40017.0223,39977.2949,105.1372,2024-01-24 15:40:00+00:00,40090.01,2024-01-24 15:50:00+00:00,40037.5,2024-01-24 15:55:00+00:00,40057.5187,0.226754,9083.2,39956.2674,39956.2674,0,2024-01-24 16:15:00+00:00,39896.333,STOP_LOSS,4,-36.55,7.2666,7.2373,18.1116,-51.05,-2.224
28,SOLUSDT,LONG,spot,2024-01-24 14:55:00+00:00,86.4883,86.246,0.5276,2024-01-24 15:25:00+00:00,86.81,2024-01-24 15:35:00+00:00,86.88,2024-01-24 15:40:00+00:00,86.9234,58.614652,5094.99,86.1404,87.098,4,2024-01-24 17:15:00+00:00,86.9674,TRAILING_STOP,19,2.57,4.076,4.078,10.1938,-5.58,-0.122
