trade_id,symbol,direction,market_type,formation_time,U,L,frozen_atr,breakout_time,breakout_price,confirm_time,confirm_price,entry_time,entry_price,units,nominal_size_usdt,initial_sl,final_sl,sl_updates,exit_time,exit_price,exit_reason,bars_held,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,net_pnl_usdt,net_r_multiple
1,SOLUSDT,LONG,spot,2024-01-09 02:45:00+00:00,97.7368,97.5554,0.6456,2024-01-09 02:50:00+00:00,98.3,2024-01-09 03:10:00+00:00,98.03,2024-01-09 03:15:00+00:00,98.079,76.600102,7512.86,97.4263,100.5847,8,2024-01-09 04:15:00+00:00,100.4339,TRAILING_STOP,12,180.38,6.0103,6.1546,15.2963,168.22,3.364
2,ETHUSDT,LONG,spot,2024-01-11 23:10:00+00:00,2609.991,2608.639,5.3559,2024-01-11 23:15:00+00:00,2618.82,2024-01-11 23:30:00+00:00,2614.72,2024-01-11 23:35:00+00:00,2616.0274,3.848023,10066.53,2607.5678,2614.0416,2,2024-01-12 00:15:00+00:00,2610.1205,TRAILING_STOP,8,-22.73,8.0532,8.035,20.099,-38.82,-1.192
3,SOLUSDT,LONG,spot,2024-01-13 17:45:00+00:00,92.378,92.2286,0.3526,2024-01-13 17:50:00+00:00,93.13,2024-01-13 18:05:00+00:00,92.52,2024-01-13 18:10:00+00:00,92.5663,108.334341,10028.1,92.1581,94.8401,12,2024-01-13 20:00:00+00:00,94.6578,TRAILING_STOP,22,226.59,8.0225,8.2038,20.3961,210.36,4.757
4,SOLUSDT,LONG,spot,2024-01-14 03:15:00+00:00,95.7305,95.502,0.4707,2024-01-14 03:25:00+00:00,95.98,2024-01-14 03:35:00+00:00,95.99,2024-01-14 03:40:00+00:00,96.038,82.045038,7879.44,95.4079,96.2083,6,2024-01-14 04:15:00+00:00,96.064,TRAILING_STOP,7,2.14,6.3036,6.3053,15.7621,-10.47,-0.203
5,BNBUSDT,LONG,spot,2024-01-14 13:40:00+00:00,304.267,304.03,0.6344,2024-01-14 13:45:00+00:00,304.7,2024-01-14 14:05:00+00:00,305.0,2024-01-14 14:10:00+00:00,305.1525,33.51109,10225.99,303.9031,303.9031,0,2024-01-14 14:20:00+00:00,303.4473,STOP_LOSS,2,-57.14,8.1808,8.1351,20.3663,-73.46,-1.755
6,SOLUSDT,LONG,spot,2024-01-21 03:20:00+00:00,92.5999,92.4898,0.2249,2024-01-21 03:25:00+00:00,93.08,2024-01-21 03:50:00+00:00,92.97,2024-01-21 03:55:00+00:00,93.0065,91.299964,8491.49,92.4448,92.4448,0,2024-01-21 04:50:00+00:00,92.3062,STOP_LOSS,11,-63.94,6.7932,6.742,16.8871,-77.47,-1.511
7,SOLUSDT,LONG,spot,2024-01-24 16:05:00+00:00,86.7481,86.5955,0.4633,2024-01-24 16:30:00+00:00,87.16,2024-01-24 16:40:00+00:00,87.16,2024-01-24 16:45:00+00:00,87.1936,73.678682,6424.31,86.5028,86.5028,0,2024-01-24 18:10:00+00:00,86.3731,STOP_LOSS,17,-60.45,5.1394,5.0911,12.7579,-70.68,-1.389
8,SOLUSDT,LONG,spot,2024-01-30 17:00:00+00:00,104.7018,104.5198,0.4805,2024-01-30 17:05:00+00:00,105.29,2024-01-30 17:10:00+00:00,104.93,2024-01-30 17:15:00+00:00,104.9825,90.445565,9495.2,104.4237,104.4237,0,2024-01-30 17:20:00+00:00,104.2671,STOP_LOSS,1,-64.71,7.5962,7.5444,18.8933,-79.85,-1.58
9,SOLUSDT,LONG,spot,2024-01-30 18:15:00+00:00,104.8584,104.7255,0.4274,2024-01-30 18:35:00+00:00,105.1,2024-01-30 18:40:00+00:00,104.9,2024-01-30 18:45:00+00:00,104.9524,94.590878,9927.54,104.64,104.9926,10,2024-01-30 20:10:00+00:00,104.8351,TRAILING_STOP,17,-11.1,7.942,7.9332,19.8384,-26.98,-0.913
10,BNBUSDT,LONG,spot,2024-02-07 15:15:00+00:00,303.23,303.02,0.519,2024-02-07 15:20:00+00:00,303.7,2024-02-07 16:00:00+00:00,303.5,2024-02-07 16:05:00+00:00,303.5517,32.616636,9900.84,302.9162,306.3839,8,2024-02-07 17:30:00+00:00,305.9243,TRAILING_STOP,17,77.39,7.9207,7.9826,19.9178,61.48,2.966
11,BNBUSDT,LONG,spot,2024-02-08 19:40:00+00:00,317.686,317.605,0.5595,2024-02-08 19:45:00+00:00,318.3,2024-02-08 20:05:00+00:00,318.2,2024-02-08 20:10:00+00:00,318.3591,31.290778,9961.7,317.4931,318.5147,3,2024-02-08 21:45:00+00:00,318.0369,TRAILING_STOP,19,-10.08,7.9694,7.9613,19.9083,-26.01,-0.96
12,BTCUSDT,LONG,spot,2024-02-15 16:20:00+00:00,52241.51,52165.7145,189.0123,2024-02-15 16:40:00+00:00,52344.17,2024-02-15 16:50:00+00:00,52242.6,2024-02-15 16:55:00+00:00,52268.7213,0.190094,9935.95,52127.912,52127.912,0,2024-02-15 17:20:00+00:00,52049.7202,STOP_LOSS,5,-41.63,7.9488,7.9155,19.8095,-57.49,-2.148
13,SOLUSDT,LONG,spot,2024-02-18 07:35:00+00:00,108.8562,108.7302,0.2679,2024-02-18 07:40:00+00:00,109.14,2024-02-18 08:05:00+00:00,108.92,2024-02-18 08:10:00+00:00,108.9745,90.654564,9879.03,108.6766,111.9506,16,2024-02-18 10:30:00+00:00,111.7827,TRAILING_STOP,28,254.58,7.9032,8.1069,20.1399,238.57,8.836
14,BNBUSDT,LONG,spot,2024-02-19 06:20:00+00:00,351.966,351.67,0.6722,2024-02-19 06:25:00+00:00,352.8,2024-02-19 06:35:00+00:00,352.0,2024-02-19 06:40:00+00:00,352.0759,28.730198,10115.21,351.5356,353.3452,8,2024-02-19 08:15:00+00:00,352.8152,TRAILING_STOP,19,21.24,8.0922,8.1092,20.2623,5.04,0.324
15,BNBUSDT,LONG,spot,2024-02-19 10:45:00+00:00,352.33,352.025,0.9558,2024-02-19 11:05:00+00:00,352.9,2024-02-19 11:20:00+00:00,353.4,2024-02-19 11:25:00+00:00,353.4767,28.630458,10120.2,351.8338,351.8338,0,2024-02-19 14:00:00+00:00,351.3061,STOP_LOSS,31,-62.14,8.0962,8.0464,20.1472,-78.29,-1.664
16,SOLUSDT,LONG,spot,2024-02-19 13:15:00+00:00,112.636,112.2922,0.6908,2024-02-19 13:20:00+00:00,113.79,2024-02-19 14:00:00+00:00,112.75,2024-02-19 14:05:00+00:00,112.8064,77.75172,8770.89,112.154,113.8206,7,2024-02-19 15:40:00+00:00,113.6499,TRAILING_STOP,19,65.59,7.0167,7.0692,17.6402,51.5,1.015
