trade_id,symbol,direction,market_type,pullback_mode,formation_time,U,L,frozen_atr,breakout_time,breakout_price,confirm_time,confirm_price,low_distance_to_u,high_distance_to_l,entry_time,entry_price,units,nominal_size_usdt,initial_sl,final_sl,sl_updates,exit_time,exit_price,exit_reason,bars_held,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,net_pnl_usdt,net_r_multiple
1,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-01-05 12:15:00+00:00,43843.7306,43764.9207,220.3698,2024-01-05 12:15:00+00:00,43926.04,2024-01-05 12:30:00+00:00,43914.0,12.399423,0.0,2024-01-05 12:45:00+00:00,43957.904,0.21092,9271.58,43720.8467,43720.8467,0,2024-01-05 14:15:00+00:00,43589.6842,STOP_LOSS,6,-77.66,14.8345,14.7103,36.8533,-107.21,-2.144
2,SOLUSDT,LONG,spot,STRICT_SUPPORT,2024-01-10 02:00:00+00:00,99.2614,98.8987,1.2611,2024-01-10 02:00:00+00:00,99.61,2024-01-10 02:15:00+00:00,99.45,0.118606,0.0,2024-01-10 02:30:00+00:00,99.5394,55.393058,5513.79,98.6465,98.6465,0,2024-01-10 02:45:00+00:00,98.2743,STOP_LOSS,1,-70.08,8.8221,8.7099,21.8449,-87.61,-1.771
3,SOLUSDT,LONG,spot,STRICT_SUPPORT,2024-01-10 03:00:00+00:00,99.2461,98.9875,1.0804,2024-01-10 03:00:00+00:00,99.7,2024-01-10 03:15:00+00:00,99.53,0.103868,0.0,2024-01-10 03:30:00+00:00,99.6195,57.808098,5758.81,98.7714,98.7714,0,2024-01-10 04:30:00+00:00,98.4751,STOP_LOSS,4,-66.16,9.2141,9.1083,22.8368,-84.48,-1.723
4,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-01-11 19:45:00+00:00,46664.3064,46526.4988,306.2564,2024-01-11 19:45:00+00:00,46692.3,2024-01-11 20:00:00+00:00,46953.32,27.983558,0.0,2024-01-11 20:15:00+00:00,47000.2633,0.090845,4269.74,46465.2475,46465.2475,0,2024-01-11 20:30:00+00:00,46325.8518,STOP_LOSS,1,-61.27,6.8316,6.7336,16.8952,-74.83,-1.54
5,BNBUSDT,LONG,spot,STRICT_SUPPORT,2024-01-12 01:45:00+00:00,308.3928,307.6526,1.6966,2024-01-12 01:45:00+00:00,308.4,2024-01-12 02:00:00+00:00,309.5,0.007191,0.0,2024-01-12 02:15:00+00:00,309.9096,18.576276,5756.97,307.3133,309.6173,1,2024-01-12 04:45:00+00:00,308.6885,TRAILING_STOP,10,-22.68,9.2111,9.1749,22.9598,-41.07,-0.852
6,SOLUSDT,LONG,spot,STRICT_SUPPORT,2024-01-16 03:30:00+00:00,95.4017,95.2355,0.5312,2024-01-16 03:30:00+00:00,95.93,2024-01-16 03:45:00+00:00,96.19,0.038279,0.0,2024-01-16 04:00:00+00:00,96.2862,41.50982,3996.82,95.1293,97.0286,2,2024-01-16 08:00:00+00:00,96.7376,TRAILING_STOP,16,18.74,6.3949,6.4249,16.0435,5.92,0.123
7,SOLUSDT,LONG,spot,STRICT_SUPPORT,2024-01-26 08:15:00+00:00,87.5076,87.2948,0.4746,2024-01-26 08:15:00+00:00,87.78,2024-01-26 08:30:00+00:00,87.78,0.032392,0.0,2024-01-26 08:45:00+00:00,87.8578,73.046077,6417.67,87.1999,87.561,1,2024-01-26 10:00:00+00:00,87.2076,TRAILING_STOP,5,-47.49,10.2683,10.1923,25.5282,-67.95,-1.414
8,SOLUSDT,LONG,spot,STRICT_SUPPORT,2024-02-25 19:45:00+00:00,103.1043,102.9315,0.4126,2024-02-25 19:45:00+00:00,103.36,2024-02-25 21:15:00+00:00,103.32,0.025726,0.0,2024-02-25 21:30:00+00:00,103.4233,83.072902,8591.68,102.849,103.6824,3,2024-02-26 01:30:00+00:00,103.3713,TRAILING_STOP,16,-4.32,13.7467,13.7398,34.3537,-31.81,-0.667
9,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-03-01 17:30:00+00:00,61820.8187,61725.6875,320.8253,2024-03-01 17:30:00+00:00,62036.61,2024-03-01 18:00:00+00:00,62002.08,2.001278,0.0,2024-03-01 18:15:00+00:00,62064.0721,0.118134,7331.87,61661.5225,62498.2545,8,2024-03-01 21:00:00+00:00,62310.7597,TRAILING_STOP,11,29.14,11.731,11.7776,29.4149,5.63,0.118
10,SOLUSDT,LONG,spot,STRICT_SUPPORT,2024-03-03 09:45:00+00:00,129.1847,128.7269,1.6282,2024-03-03 09:45:00+00:00,129.93,2024-03-03 10:00:00+00:00,129.38,0.065306,0.0,2024-03-03 10:15:00+00:00,129.4994,43.330738,5611.3,128.4012,128.4012,0,2024-03-03 12:00:00+00:00,128.016,STOP_LOSS,7,-64.27,8.9781,8.8752,22.2524,-82.13,-1.726
