trade_id,symbol,direction,market_type,pullback_mode,formation_time,U,L,frozen_atr,breakout_time,breakout_price,confirm_time,confirm_price,low_distance_to_u,high_distance_to_l,entry_time,entry_price,units,nominal_size_usdt,initial_sl,final_sl,sl_updates,exit_time,exit_price,exit_reason,bars_held,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,net_pnl_usdt,net_r_multiple
1,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-01-05 12:15:00+00:00,43843.7306,43764.9207,220.3698,2024-01-05 12:15:00+00:00,43926.04,2024-01-05 12:30:00+00:00,43914.0,12.399423,0.0,2024-01-05 12:45:00+00:00,43935.947,0.225328,9900.0,43720.8467,43720.8467,0,2024-01-05 14:15:00+00:00,43655.2655,STOP_LOSS,6,-63.25,7.92,7.8694,19.7051,-79.03,-1.631
2,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-01-05 21:00:00+00:00,43703.0805,43662.9625,239.3107,2024-01-05 21:00:00+00:00,43754.68,2024-01-05 21:15:00+00:00,43788.77,12.529544,0.0,2024-01-05 21:30:00+00:00,43810.6644,0.224186,9821.76,43615.1004,43975.6113,8,2024-01-06 00:45:00+00:00,43909.6478,TRAILING_STOP,13,22.19,7.8574,7.8752,19.6768,6.46,0.147
3,ETHUSDT,LONG,spot,STRICT_SUPPORT,2024-01-07 06:45:00+00:00,2245.7876,2243.5601,4.4797,2024-01-07 06:45:00+00:00,2249.59,2024-01-07 07:30:00+00:00,2249.09,0.272437,0.0,2024-01-07 07:45:00+00:00,2250.2245,4.36763,9828.15,2242.6641,2242.6641,0,2024-01-07 08:30:00+00:00,2239.3001,STOP_LOSS,3,-47.71,7.8625,7.8243,19.5847,-63.4,-1.92
4,ETHUSDT,LONG,spot,STRICT_SUPPORT,2024-01-07 13:45:00+00:00,2242.933,2242.6763,6.02,2024-01-07 13:45:00+00:00,2252.09,2024-01-07 14:30:00+00:00,2248.38,0.527043,0.0,2024-01-07 14:45:00+00:00,2249.5042,4.341127,9765.38,2241.4723,2241.4723,0,2024-01-07 15:15:00+00:00,2238.1101,STOP_LOSS,2,-49.46,7.8123,7.7727,19.4566,-65.05,-1.866
5,SOLUSDT,LONG,spot,STRICT_SUPPORT,2024-01-10 02:00:00+00:00,99.2614,98.8987,1.2611,2024-01-10 02:00:00+00:00,99.61,2024-01-10 02:15:00+00:00,99.45,0.118606,0.0,2024-01-10 02:30:00+00:00,99.4897,58.102908,5780.64,98.6465,98.6465,0,2024-01-10 02:45:00+00:00,98.4221,STOP_LOSS,1,-62.03,4.6245,4.5749,11.4682,-71.23,-1.454
6,SOLUSDT,LONG,spot,STRICT_SUPPORT,2024-01-10 03:00:00+00:00,99.2461,98.9875,1.0804,2024-01-10 03:00:00+00:00,99.7,2024-01-10 03:15:00+00:00,99.53,0.103868,0.0,2024-01-10 03:30:00+00:00,99.5698,60.926359,6066.42,98.7714,98.7714,0,2024-01-10 04:30:00+00:00,98.6233,STOP_LOSS,4,-57.67,4.8531,4.807,12.0463,-67.33,-1.384
7,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-01-11 09:00:00+00:00,46200.6908,46131.743,159.0015,2024-01-11 09:00:00+00:00,46276.35,2024-01-11 09:45:00+00:00,46220.12,11.249151,0.0,2024-01-11 10:00:00+00:00,46243.2301,0.206815,9563.82,46099.9427,47016.8799,8,2024-01-11 13:30:00+00:00,46946.3546,TRAILING_STOP,14,145.42,7.6511,7.7674,19.3458,130.0,4.387
8,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-01-11 19:45:00+00:00,46664.3064,46526.4988,306.2564,2024-01-11 19:45:00+00:00,46692.3,2024-01-11 20:00:00+00:00,46953.32,27.983558,0.0,2024-01-11 20:15:00+00:00,46976.7867,0.095696,4495.48,46465.2475,46465.2475,0,2024-01-11 20:30:00+00:00,46395.5497,STOP_LOSS,1,-55.62,3.5964,3.5519,8.9075,-62.77,-1.282
9,BNBUSDT,LONG,spot,STRICT_SUPPORT,2024-01-12 01:45:00+00:00,308.3928,307.6526,1.6966,2024-01-12 01:45:00+00:00,308.4,2024-01-12 02:00:00+00:00,309.5,0.007191,0.0,2024-01-12 02:15:00+00:00,309.7548,19.921567,6170.8,307.3133,309.6173,1,2024-01-12 04:45:00+00:00,309.1529,TRAILING_STOP,10,-11.99,4.9366,4.927,12.3236,-21.85,-0.449
10,SOLUSDT,LONG,spot,STRICT_SUPPORT,2024-01-16 03:30:00+00:00,95.4017,95.2355,0.5312,2024-01-16 03:30:00+00:00,95.93,2024-01-16 03:45:00+00:00,96.19,0.038279,0.0,2024-01-16 04:00:00+00:00,96.2381,43.765694,4211.93,95.1293,97.0286,2,2024-01-16 08:00:00+00:00,96.8831,TRAILING_STOP,16,28.23,3.3695,3.3921,8.4662,21.47,0.442
11,ETHUSDT,LONG,spot,STRICT_SUPPORT,2024-01-16 08:45:00+00:00,2530.4663,2526.4373,8.7213,2024-01-16 08:45:00+00:00,2544.02,2024-01-16 10:15:00+00:00,2531.65,0.463678,0.0,2024-01-16 10:30:00+00:00,2532.9258,3.801923,9629.99,2524.693,2524.693,0,2024-01-16 11:30:00+00:00,2520.906,STOP_LOSS,4,-45.7,7.704,7.6674,19.1914,-61.07,-1.951
12,SOLUSDT,LONG,spot,STRICT_SUPPORT,2024-01-26 08:15:00+00:00,87.5076,87.2948,0.4746,2024-01-26 08:15:00+00:00,87.78,2024-01-26 08:30:00+00:00,87.78,0.032392,0.0,2024-01-26 08:45:00+00:00,87.8139,78.71903,6912.62,87.1999,87.561,1,2024-01-26 10:00:00+00:00,87.3388,TRAILING_STOP,5,-37.4,5.5301,5.5002,13.7691,-48.43,-1.002
13,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-02-06 04:30:00+00:00,42782.635,42750.0729,95.7908,2024-02-06 04:30:00+00:00,42836.01,2024-02-06 04:45:00+00:00,42826.18,1.624952,0.0,2024-02-06 05:00:00+00:00,42847.5931,0.22222,9521.59,42730.9148,42730.9148,0,2024-02-06 06:15:00+00:00,42666.8184,STOP_LOSS,5,-40.17,7.6173,7.5851,18.9829,-55.37,-2.136
14,BNBUSDT,LONG,spot,STRICT_SUPPORT,2024-02-06 13:30:00+00:00,302.6129,302.2952,0.8805,2024-02-06 13:30:00+00:00,303.7,2024-02-06 14:00:00+00:00,302.8,0.087103,0.0,2024-02-06 14:15:00+00:00,302.9514,31.248461,9466.76,302.1191,302.1191,0,2024-02-06 14:45:00+00:00,301.6659,STOP_LOSS,2,-40.17,7.5734,7.5413,18.8733,-55.28,-2.126
15,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-02-07 15:15:00+00:00,43061.8569,43016.6129,142.9777,2024-02-07 15:15:00+00:00,43171.1,2024-02-07 15:30:00+00:00,43080.37,4.863107,0.0,2024-02-07 15:45:00+00:00,43101.9202,0.218367,9412.03,42988.0174,43378.2074,3,2024-02-07 17:45:00+00:00,43313.1401,TRAILING_STOP,8,46.12,7.5296,7.5665,18.8933,31.03,1.247
16,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-02-13 23:00:00+00:00,49380.2774,49357.9416,191.094,2024-02-13 23:00:00+00:00,49451.27,2024-02-14 00:30:00+00:00,49461.17,0.822636,0.0,2024-02-14 00:45:00+00:00,49485.9106,0.190817,9442.75,49319.7228,49319.7228,0,2024-02-14 04:30:00+00:00,49245.7432,STOP_LOSS,15,-45.83,7.5542,7.5175,18.8168,-60.9,-1.92
17,BNBUSDT,LONG,spot,STRICT_SUPPORT,2024-02-19 21:45:00+00:00,352.8161,352.7013,0.8968,2024-02-19 21:45:00+00:00,353.6,2024-02-19 22:30:00+00:00,353.3,0.083873,0.0,2024-02-19 22:45:00+00:00,353.4767,26.543364,9382.46,352.522,352.522,0,2024-02-19 23:15:00+00:00,351.9932,STOP_LOSS,2,-39.38,7.506,7.4745,18.7059,-54.36,-2.145
18,BTCUSDT,LONG,spot,STRICT_SUPPORT,2024-02-22 20:15:00+00:00,51598.72,51548.5525,159.0679,2024-02-22 20:15:00+00:00,51915.19,2024-02-22 21:15:00+00:00,51713.1,12.679952,0.0,2024-02-22 21:30:00+00:00,51738.9565,0.180302,9328.65,51516.7389,51516.7389,0,2024-02-22 22:00:00+00:00,51439.4638,STOP_LOSS,2,-54.0,7.4629,7.4197,18.5763,-68.88,-1.719
19,BNBUSDT,LONG,spot,STRICT_SUPPORT,2024-02-25 07:00:00+00:00,380.3793,380.0099,1.1418,2024-02-25 07:00:00+00:00,380.8,2024-02-25 07:30:00+00:00,381.0,0.020733,0.0,2024-02-25 07:45:00+00:00,381.1905,24.293505,9260.45,379.7815,379.7815,0,2024-02-25 08:45:00+00:00,379.2119,STOP_LOSS,4,-48.07,7.4084,7.3699,18.4488,-62.85,-1.836
