trade_id,symbol,direction,market_type,pullback_mode,formation_time,U,L,frozen_atr,breakout_time,breakout_price,confirm_time,confirm_price,low_distance_to_u,high_distance_to_l,entry_time,entry_price,units,nominal_size_usdt,initial_sl,final_sl,sl_updates,exit_time,exit_price,exit_reason,bars_held,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,net_pnl_usdt,net_r_multiple
1,BNBUSDT,SHORT,futures,STRICT_SUPPORT,2024-01-03 12:15:00+00:00,321.6715,318.5172,7.9586,2024-01-03 12:15:00+00:00,300.44,2024-01-03 12:55:00+00:00,316.14,0.0,0.517203,2024-01-03 13:00:00+00:00,316.0035,6.887391,2176.44,323.2632,309.9445,5,2024-01-03 14:40:00+00:00,310.3165,TRAILING_STOP,20,39.17,1.0882,1.0686,3.4353,37.01,0.74
2,SOLUSDT,SHORT,futures,STRICT_SUPPORT,2024-01-04 02:00:00+00:00,99.141,98.882,0.5887,2024-01-04 02:00:00+00:00,98.281,2024-01-04 02:05:00+00:00,98.776,0.0,0.034049,2024-01-04 02:10:00+00:00,98.7345,95.729801,9451.83,99.2587,99.2587,0,2024-01-04 02:15:00+00:00,99.4742,STOP_LOSS,1,-70.81,4.7259,4.7613,15.2079,-80.3,-1.6
3,BNBUSDT,SHORT,futures,STRICT_SUPPORT,2024-01-04 17:40:00+00:00,318.6655,318.4877,0.6738,2024-01-04 17:40:00+00:00,317.38,2024-01-04 17:50:00+00:00,318.0,0.0,0.047702,2024-01-04 17:55:00+00:00,317.8728,53.677903,17062.75,318.8002,318.8002,0,2024-01-04 18:25:00+00:00,319.1828,STOP_LOSS,6,-70.32,8.5314,8.5665,27.3848,-87.42,-1.756
4,SOLUSDT,SHORT,futures,STRICT_SUPPORT,2024-01-06 03:00:00+00:00,98.8174,98.6375,0.383,2024-01-06 03:00:00+00:00,98.437,2024-01-06 03:05:00+00:00,98.594,0.0,0.032493,2024-01-06 03:10:00+00:00,98.5546,145.391918,14329.04,98.894,98.894,0,2024-01-06 03:20:00+00:00,99.0126,STOP_LOSS,2,-66.6,7.1645,7.1978,23.0064,-80.96,-1.641
5,SOLUSDT,SHORT,futures,STRICT_SUPPORT,2024-01-07 15:55:00+00:00,95.0559,94.8539,0.5565,2024-01-07 15:55:00+00:00,93.901,2024-01-07 16:25:00+00:00,94.587,0.0,0.054851,2024-01-07 16:30:00+00:00,94.5512,79.444055,7511.53,95.1672,94.0042,5,2024-01-07 17:10:00+00:00,94.117,TRAILING_STOP,8,34.49,3.7558,3.7385,11.9771,27.0,0.552
6,SOLUSDT,SHORT,futures,STRICT_SUPPORT,2024-01-09 18:05:00+00:00,100.4658,100.1674,0.6871,2024-01-09 18:05:00+00:00,99.507,2024-01-09 18:10:00+00:00,100.019,0.0,0.002359,2024-01-09 18:15:00+00:00,99.979,78.622659,7860.61,100.6032,100.6032,0,2024-01-09 18:35:00+00:00,100.7239,STOP_LOSS,4,-58.57,3.9303,3.9596,12.6473,-66.46,-1.354
7,SOLUSDT,SHORT,futures,STRICT_SUPPORT,2024-01-10 02:40:00+00:00,99.0723,98.9151,0.5158,2024-01-10 02:40:00+00:00,98.6,2024-01-10 02:45:00+00:00,98.769,0.0,0.03505,2024-01-10 02:50:00+00:00,98.7295,109.291048,10790.25,99.1755,99.1755,0,2024-01-10 02:55:00+00:00,99.2945,STOP_LOSS,1,-61.75,5.3951,5.426,17.3385,-72.57,-1.489
8,SOLUSDT,SHORT,futures,STRICT_SUPPORT,2024-01-10 05:10:00+00:00,99.3399,99.2471,0.4755,2024-01-10 05:10:00+00:00,98.985,2024-01-10 05:20:00+00:00,99.069,0.0,0.036113,2024-01-10 05:25:00+00:00,99.0254,118.115862,11696.47,99.435,98.785,2,2024-01-10 06:40:00+00:00,98.9035,TRAILING_STOP,15,14.39,5.8482,5.841,18.6971,2.7,0.056
9,ETHUSDT,SHORT,futures,STRICT_SUPPORT,2024-01-10 12:55:00+00:00,2392.6208,2385.8033,17.459,2024-01-10 12:55:00+00:00,2360.51,2024-01-10 13:05:00+00:00,2377.24,0.0,1.503321,2024-01-10 13:10:00+00:00,2376.2791,2.440066,5798.28,2396.1126,2396.1126,0,2024-01-10 14:30:00+00:00,2398.9879,STOP_LOSS,16,-55.41,2.8991,2.9268,9.3437,-61.24,-1.265
10,SOLUSDT,SHORT,futures,STRICT_SUPPORT,2024-01-10 20:20:00+00:00,96.097,95.897,1.09,2024-01-10 20:20:00+00:00,94.53,2024-01-10 20:40:00+00:00,94.73,0.0,0.097039,2024-01-10 20:45:00+00:00,94.6911,29.612675,2804.06,96.315,96.315,0,2024-01-10 20:55:00+00:00,96.4306,STOP_LOSS,2,-51.51,1.402,1.4278,4.5483,-54.34,-1.13
