symbol,entry_time,exit_time,entry_price,exit_price,notional,margin,realized_pnl,fees_paid,exit_reason,pnl_pct
BLZUSDT,2023-09-21 09:51:00,2023-09-22 09:51:00,0.17648632,0.18425778,3000.0,1000.0,-133.6690949757467,3.06605152172701,FINAL_BAR,-13.36690949757467
LOOMUSDT,2023-10-14 08:38:00,2023-10-14 15:35:00,0.2591806,0.2989467,2959.8992715072764,986.6330905024254,-455.8445982471695,3.186968061418029,STOP_LOSS,-46.202038289131245
GASUSDT,2023-11-09 04:16:00,2023-11-09 04:26:00,16.025884,17.0476272,2823.145892033125,941.0486306777084,-181.49351930552314,2.9131418672252822,STOP_LOSS,-19.286306083333677
BIGTIMEUSDT,2023-12-04 02:48:00,2023-12-04 03:42:00,0.5257464000000001,0.56518812,2768.6978362414684,922.8992787471561,-209.19710032079777,2.8725522847185685,STOP_LOSS,-22.667381494195627
AUCTIONUSDT,2023-12-16 13:23:00,2023-12-17 13:23:00,27.06576,26.07204,2705.938706145229,901.9795687150763,98.0453066892839,2.656264405274486,FINAL_BAR,10.870014143330906
AUCTIONUSDT,2023-12-27 22:10:00,2023-12-27 23:54:00,41.357119999999995,44.254332,2735.3522981520146,911.7840993840048,-193.0845546499199,2.831162832135445,STOP_LOSS,-21.17656523955249
BAKEUSDT,2023-12-27 15:16:00,2023-12-27 19:19:00,0.7253464,0.797804424,2677.4269317570383,892.4756439190128,-268.93232861574023,2.8111568743606674,STOP_LOSS,-30.133296123893366
TRBUSDT,2023-12-31 13:19:00,2023-12-31 15:01:00,231.369334,278.1984872016,2596.7472331723166,865.5824110574388,-527.1428044306601,2.859538053169355,STOP_LOSS,-60.900360000000006
LEVERUSDT,2025-04-25 02:16:00,2025-04-25 04:28:00,0.0005682612,0.00063673092,2438.6043918431183,812.8681306143727,-295.1933500109381,2.5855179589670647,STOP_LOSS,-36.31503547664348
LEVERUSDT,2025-06-29 02:16:00,2025-06-29 06:52:00,0.0002872244,0.0003015018,2350.046386839837,783.348795613279,-118.04994245379169,2.4084546423422717,STOP_LOSS,-15.069907953502515
KORUUSDT,2026-06-23 02:02:00,2026-06-24 02:02:00,897.99042,772.3416,2314.6314041036994,771.5438013678997,329.66340352905144,2.1493037083360313,TIME_EXIT,42.72776256442972
ONEUSDT,2026-07-21 14:42:00,2026-07-22 14:42:00,0.001522948,0.001324644,2413.5304251624148,804.5101417208049,328.50604259705375,2.2487564082660456,TIME_EXIT,40.83305176170888
NILUSDT,2026-07-27 06:47:00,2026-07-27 08:04:00,0.04048886,0.043590006,2512.082237941531,837.3607459805103,-193.75908888952682,2.6082856601157216,STOP_LOSS,-23.139261043654965
ONEUSDT,2026-08-12 10:35:00,2026-08-12 16:21:00,0.00072854,0.0007992352800000001,2453.9545112746728,817.9848370915576,-239.4702347054238,2.573016608950728,STOP_LOSS,-29.275632486891656
COTIUSDT,2026-08-21 20:30:00,2026-08-22 20:30:00,0.012373203999999999,0.011809571999999999,2382.1134408630455,794.0378136210152,193.08212743534992,2.2850253928091817,TIME_EXIT,24.31649023802105
ARKUSDT,2026-09-13 04:29:00,2026-09-13 07:15:00,0.151197,0.175995288,2440.0380790936506,813.3460263645502,-401.61831662375346,2.6401371783361327,STOP_LOSS,-49.37853061370265
ONEUSDT,2026-09-17 10:44:00,2026-09-17 12:39:00,0.0010576804,0.001132726932,2319.5525841065246,773.1841947021749,-165.82333100805974,2.401843216148507,STOP_LOSS,-21.446808166058506
