symbol,mode,leverage,entry_time,exit_time,entry_price,exit_price,margin,notional,coins,realized_pnl,pnl_on_margin,fees_paid,exit_reason,tp1_hit,tp2_hit,equity_before,equity_after
LOOMUSDT,TAKER,3.0,2023-10-16 20:17:00,2023-10-16 23:12:00,0.27973939999999997,0.32234371061999995,10000.0,30000.0,107242.6694273313,-4601.284499999997,-46.01284499999997,32.2845,STOP_LOSS,False,False,50000.0,45398.715500000006
GASUSDT,TAKER,3.0,2023-11-10 11:33:00,2023-11-10 13:12:00,25.42405,24.5832766665,9079.743100000002,27239.229300000006,1071.396150495299,874.0124843074755,9.625960499999998,26.78882864352451,BREAK_EVEN,True,False,45398.715500000006,46272.72798430748
BIGTIMEUSDT,TAKER,3.0,2023-12-05 22:01:00,2023-12-06 22:02:00,0.7774420000000001,0.69914472846,9254.545596861497,27763.63679058449,35711.52161908475,2769.7491258781356,29.928526440211645,26.365579437926456,TIME_EXIT,True,False,46272.72798430748,49042.47711018562
BAKEUSDT,TAKER,3.0,2023-12-27 02:16:00,2023-12-27 19:19:00,0.796903,0.7705494177900001,9808.495422037124,29425.486266111373,36924.802976160674,944.1618949696001,9.625960499999982,28.93893585070122,BREAK_EVEN,True,False,49042.47711018562,49986.639005155215
AUCTIONUSDT,TAKER,3.0,2023-12-28 04:00:00,2023-12-29 04:01:00,39.46092,32.1326027316,9997.327801031044,29991.98340309313,760.0426802794544,5542.62683215916,55.441083282150025,27.20706645378666,TIME_EXIT,True,True,49986.639005155215,55529.26583731438
BAKEUSDT,TAKER,3.0,2023-12-28 07:00:00,2023-12-29 07:01:00,0.682632,0.64368888816,9997.327801031044,29991.98340309313,43935.80055299653,1681.8603097095447,16.82309856375912,29.136485005735487,TIME_EXIT,True,False,49986.639005155215,57211.126147023926
TRBUSDT,TAKER,3.0,2024-01-01 02:46:00,2024-01-01 04:47:00,153.39759,148.32473169870002,11442.225229404787,34326.67568821436,223.77584737944292,1101.424080903539,9.6259605,33.75908410570973,BREAK_EVEN,True,False,57211.126147023926,58312.550227927466
ENAUSDT,TAKER,3.0,2024-06-19 08:43:00,2024-06-20 05:59:00,0.6387200000000001,0.6341658,11662.510045585494,34987.53013675648,54777.570980643286,214.60521763017266,1.8401288984218733,34.86279612987646,FINAL_BAR,False,False,58312.550227927466,58527.15544555764
LEVERUSDT,TAKER,3.0,2025-04-26 08:16:00,2025-04-27 08:17:00,0.0008653657999999999,0.000789616307454,11705.43108911153,35116.293267334586,40579710.06866066,3040.3130983201972,25.97352523947894,33.57934704465216,TIME_EXIT,True,False,58527.15544555764,61567.46854387784
LEVERUSDT,TAKER,3.0,2025-06-30 12:27:00,2025-07-01 05:46:00,0.0003634716,0.000351451594188,12313.493708775568,36940.481126326704,101632372.72548035,1185.2920405767231,9.625960500000016,36.329670270902895,BREAK_EVEN,True,False,61567.46854387784,62752.76058445456
