symbol,mode,leverage,entry_time,exit_time,entry_price,exit_price,margin,notional,coins,realized_pnl,pnl_on_margin,fees_paid,exit_reason,tp1_hit,tp2_hit,equity_before,equity_after
LEVERUSDT,TAKER,3.0,2025-08-30 14:30:00,2025-08-31 14:31:00,0.0001914164,0.000167816128332,12550.552116890913,37651.65635067274,196700263.66953272,4606.849093247412,36.706346066221066,35.330566520788636,TIME_EXIT,True,False,62752.76058445456,67359.60967770197
LEVERUSDT,TAKER,3.0,2025-09-03 06:53:00,2025-09-03 07:54:00,0.000207584,0.00023919904319999997,13471.921935540395,40415.76580662119,194695958.29457563,-6198.8145587211975,-46.01284499999997,43.49342637279538,STOP_LOSS,False,False,67359.60967770197,61160.79511898077
BNTUSDT,TAKER,3.0,2026-04-19 23:15:00,2026-04-20 23:16:00,0.3066854,0.31653180000000003,12232.159023796155,36696.477071388465,119655.11586592796,-1215.4576960000966,-9.936575330941771,37.2855631378196,FINAL_BAR,False,False,61160.79511898077,59945.33742298067
INJUSDT,TAKER,3.0,2026-05-13 15:19:00,2026-05-14 15:20:00,5.51395,5.1134507385,11989.067484596135,35967.202453788406,6522.946790193673,2577.7743875087117,21.501041601614997,34.66098476765023,TIME_EXIT,True,False,59945.33742298067,62523.11181048938
MRVLUSDT,TAKER,3.0,2026-06-03 09:24:00,2026-06-03 22:00:00,326.11645999999996,294.31013026979997,12504.622362097878,37513.867086293634,115.03211793202232,3623.0649801591167,28.973805647588396,35.68449235003906,TIME_EXIT,True,False,62523.11181048938,66146.1767906485
AVGOUSDT,TAKER,3.0,2026-06-04 13:48:00,2026-06-05 13:49:00,405.55726,401.98236,13229.235358129701,39687.706074389105,97.8596858909371,310.3258043126635,2.3457576791992016,39.51278677884335,FINAL_BAR,False,False,66146.1767906485,66456.50259496117
SPCXUSDT,TAKER,3.0,2026-06-16 05:51:00,2026-06-17 05:52:00,207.85346,204.73866,13291.300518992235,39873.90155697671,191.83660236869142,557.9575138255527,4.1979151176987894,39.57513523244771,FINAL_BAR,False,False,66456.50259496117,67014.46010878672
KORUUSDT,TAKER,3.0,2026-06-23 06:06:00,2026-06-23 14:20:00,819.47776,792.3776304767999,13402.892021757345,40208.67606527203,49.066220009768216,1290.1570918720145,9.625960500000009,39.543825606532764,BREAK_EVEN,True,False,67014.46010878672,68304.61720065873
KORUUSDT,TAKER,3.0,2026-06-25 14:04:00,2026-06-25 22:00:00,792.99084,816.18912,13660.923440131746,40982.77032039524,51.6812657260899,-1240.4987016251637,-9.08063577884454,41.58222855692935,FINAL_BAR,False,False,68304.61720065873,67064.11849903356
SKHYNIXUSDT,TAKER,3.0,2026-06-25 14:11:00,2026-06-26 14:00:00,1852.5774199999998,1767.9789,13660.923440131746,40982.77032039524,22.122028411851876,1831.4438381517393,13.40644244276708,40.04702488887493,FINAL_BAR,False,False,68304.61720065873,68895.5623371853
SKHYUSDT,TAKER,3.0,2026-07-15 09:45:00,2026-07-16 09:46:00,181.20686,164.8411852218,13779.11246743706,41337.33740231118,228.12236469585744,3693.9057810591503,26.80800951286686,39.470649187188016,TIME_EXIT,True,False,68895.5623371853,72589.46811824445
KORUUSDT,TAKER,3.0,2026-07-15 10:39:00,2026-07-16 10:40:00,23.263379999999998,20.466315629399997,13779.11246743706,41337.33740231118,1776.9274027381741,4931.328080103104,35.78843043597234,38.85224723864032,TIME_EXIT,True,False,68895.5623371853,77520.79619834755
SOXSUSDT,TAKER,3.0,2026-07-17 17:15:00,2026-07-18 14:00:00,51.67644,55.13004,15504.159239669512,46512.47771900854,900.0712456006748,-3156.552774552404,-20.359393410227185,48.06672074591178,FINAL_BAR,False,False,77520.79619834755,74364.24342379515
ONEUSDT,TAKER,3.0,2026-07-21 20:18:00,2026-07-22 20:19:00,0.0015089760000000002,0.00133599409488,14872.848684759032,44618.546054277096,29568757.92211214,5072.79896138348,34.10778304079592,42.06111601557757,TIME_EXIT,True,False,74364.24342379515,79437.04238517863
NILUSDT,TAKER,3.0,2026-07-27 15:44:00,2026-07-28 15:45:00,0.040898040000000004,0.0366159683652,15887.408477035728,47662.22543110718,1165391.4327216458,4945.122516863937,31.12604880784558,45.16708063235903,TIME_EXIT,True,False,79437.04238517863,84382.16490204257
SKHYNIXUSDT,TAKER,3.0,2026-07-31 13:50:00,2026-08-01 07:20:00,1137.46052,1091.1379200000001,16876.432980408514,50629.29894122554,44.51081866228248,2012.2584780485022,11.923482174132943,49.59837051694282,FINAL_BAR,False,False,84382.16490204257,86394.42338009107
UAIUSDT,TAKER,3.0,2026-08-02 13:23:00,2026-08-03 09:59:00,0.5210558,0.417708065634,17278.884676018217,51836.65402805465,99483.88258619259,10234.73793412372,59.23263061260406,46.69593709244656,TIME_EXIT,True,True,86394.42338009107,96629.1613142148
PTBUSDT,TAKER,3.0,2026-08-04 02:13:00,2026-08-04 13:59:00,0.000885226,0.00080285369238,19325.83226284296,57977.49678852888,65494570.63905588,5339.6588927916655,27.629645234259968,55.28002732846882,TIME_EXIT,True,False,96629.1613142148,101968.82020700646
龙虾USDT,TAKER,3.0,2026-08-11 06:22:00,2026-08-12 02:39:00,0.025502892,0.020380458137159996,20393.764041401293,61181.29212420388,2398994.28363669,12233.652607913595,59.98722248172583,55.0369473465738,TIME_EXIT,True,True,101968.82020700646,114202.47281492005
ONEUSDT,TAKER,3.0,2026-08-13 11:30:00,2026-08-13 17:19:00,0.000780436,0.0007565100000000001,22840.49456298401,68521.48368895204,87798978.6336766,2033.2072182817853,8.901765295296459,67.47114450755737,FINAL_BAR,False,False,114202.47281492005,116235.68003320183
GASUSDT,TAKER,3.0,2026-08-27 05:22:00,2026-08-28 05:23:00,1.315364,1.2875699999999999,23247.13600664037,69741.4080199211,53020.614841155075,1404.6503883595958,6.042251346395393,69.00458053547358,FINAL_BAR,False,False,116235.68003320183,117640.33042156143
VVVUSDT,TAKER,3.0,2026-09-09 13:49:00,2026-09-10 06:00:00,25.227444,23.514930849720002,23528.06608431229,70584.19825293687,2797.913187437335,4723.274660138735,20.0750654270223,68.18846668952274,TIME_EXIT,True,False,117640.33042156143,122363.60508170017
ARKUSDT,TAKER,3.0,2026-09-14 10:43:00,2026-09-15 06:40:00,0.167165,0.15202040895000002,24472.721016340034,73418.1630490201,439195.78290323995,6581.34808016661,26.89258818327701,70.09244278754304,TIME_EXIT,True,False,122363.60508170017,128944.95316186678
BRUSDT,TAKER,3.0,2026-09-20 19:07:00,2026-09-20 22:39:00,1.1040075599999999,1.16134806,25788.99063237336,77366.97189712008,70078.29900831485,-4097.700838535542,-15.889341684399344,79.37613424926323,FINAL_BAR,False,False,128944.95316186678,124847.25232333124
BTWUSDT,TAKER,3.0,2026-09-21 20:51:00,2026-09-22 02:37:00,0.8021923999999999,0.7756638973319998,24969.45046466625,74908.35139399875,93379.53263331683,2403.5494387958383,9.625960499999994,73.66974180369897,BREAK_EVEN,True,False,124847.25232333124,127250.80176212707
ONEUSDT,TAKER,3.0,2026-09-22 06:07:00,2026-09-22 14:02:00,0.003914156,0.0037847148610800005,25450.160352425417,76350.48105727625,19506243.76168866,2449.8223827111287,9.62596049999999,75.08802585299419,BREAK_EVEN,True,False,127250.80176212707,129700.62414483819
PTBUSDT,TAKER,3.0,2026-09-22 07:03:00,2026-09-22 14:11:00,0.0009672616000000001,0.0009956874,25450.160352425417,76350.48105727625,78934676.05586353,-2321.2536863433515,-9.120782164824885,77.47237171459064,FINAL_BAR,False,False,127250.80176212707,127379.37045849484
COTIUSDT,TAKER,3.0,2026-09-22 01:46:00,2026-09-22 14:54:00,0.014474991999999999,0.015376692,24969.45046466625,74908.35139399875,5175018.500459189,-4743.5556903489905,-18.997437276649308,77.24150848493078,FINAL_BAR,False,False,124847.25232333124,122635.81476814585
