symbol,mode,leverage,entry_time,exit_time,entry_price,exit_price,margin,notional,coins,realized_pnl,pnl_on_margin,fees_paid,exit_reason,tp1_hit,tp2_hit,equity_before,equity_after
LOOMUSDT,MAKER,5.0,2023-10-16 20:15:00,2023-10-16 23:12:00,0.2791794276399497,0.3210563417859421,10000.0,50000.0,179096.2909505054,-7521.499999999995,-75.21499999999996,21.5,STOP_LOSS,False,False,50000.0,42478.50000000001
GASUSDT,MAKER,5.0,2023-11-10 11:30:00,2023-11-10 13:12:00,25.483672329745065,24.59174379820399,8495.700000000003,42478.500000000015,1666.89084094125,1470.0534495000004,17.3035,16.694050500000007,BREAK_EVEN,True,False,42478.50000000001,43948.55344950001
BIGTIMEUSDT,MAKER,5.0,2023-12-05 22:00:00,2023-12-06 22:01:00,0.7826209317382685,0.6562368730190351,8789.710689900003,43948.55344950002,56155.60697039689,7081.013542086783,80.56025723603584,16.159986674047843,TIME_EXIT,True,True,43948.55344950001,51029.56699158679
BAKEUSDT,MAKER,5.0,2023-12-27 02:15:00,2023-12-27 19:30:00,0.8002763652963331,0.7722666925109614,10205.91339831736,51029.5669915868,63764.93072201519,1765.9802248778442,17.3035,20.054619827693614,BREAK_EVEN,True,False,51029.56699158679,52795.547216464634
AUCTIONUSDT,MAKER,5.0,2023-12-28 04:00:00,2023-12-29 04:01:00,40.50959992732157,32.71340395530276,10559.109443292928,52795.547216464634,1303.2848339945429,10141.577887089497,96.04576921523773,19.08608609194956,TIME_EXIT,True,True,52795.547216464634,62937.125103554135
BAKEUSDT,MAKER,5.0,2023-12-28 07:00:00,2023-12-29 07:01:00,0.6833907855333841,0.642643097443016,10559.109443292928,52795.547216464634,77255.28106917319,3127.485472273071,29.618837545619225,20.488624067317776,TIME_EXIT,True,False,52795.547216464634,66064.6105758272
TRBUSDT,MAKER,5.0,2024-01-01 02:48:00,2024-01-01 04:48:00,157.96376746921547,152.43503560779294,13212.922115165442,66064.61057582722,418.22635427267915,2286.297978197651,17.303499999999993,25.963391956300097,BREAK_EVEN,True,False,66064.6105758272,68350.90855402485
ENAUSDT,MAKER,5.0,2024-06-19 08:45:00,2024-06-20 05:59:00,0.641801019877176,0.6329,13670.18171080497,68350.90855402485,106498.59759821734,920.7953599183085,6.735794588527728,27.15077419478732,FINAL_BAR,False,False,68350.90855402485,69271.70391394316
LEVERUSDT,MAKER,5.0,2025-04-26 08:15:00,2025-04-27 08:16:00,0.0008676126519086243,0.0007887479853512167,13854.340782788633,69271.70391394317,79841740.16083708,6270.242872025054,45.258327121667385,26.449343122547752,TIME_EXIT,True,False,69271.70391394316,75541.9467859682
LEVERUSDT,MAKER,5.0,2025-06-30 12:43:00,2025-07-01 05:46:00,0.000359518998353824,0.00034693583341144016,15108.389357193642,75541.9467859682,210119485.01153445,2614.2801524220026,17.303500000000007,29.687985086885504,BREAK_EVEN,True,False,75541.9467859682,78156.2269383902
