symbol,mode,entry_time,exit_time,entry_price,exit_price,notional,margin,realized_pnl,fees_paid,exit_reason,pnl_pct
ARKUSDT,MAKER,2026-09-14 10:39:00,2026-09-15 06:40:00,0.16458967801108662,0.1524,3000.0,1000.0,221.6274706534315,1.1555633931906755,FINAL_BAR,22.16274706534315
AUCTIONUSDT,MAKER,2023-12-28 04:00:00,2023-12-29 04:01:00,40.50959992732157,31.2,3066.48824119603,1022.1627470653432,589.6597414785476,1.1085642948533796,TIME_EXIT,57.68746152914266
BAKEUSDT,MAKER,2023-12-27 02:15:00,2023-12-27 19:30:00,0.8002763652963331,0.8002763652963331,3243.386163639594,1081.128721213198,112.89254219780332,1.2746507623103605,BREAK_EVEN,10.442099999999996
BRUSDT,MAKER,2026-09-20 19:05:00,2026-09-20 22:39:00,1.115575210452895,1.15903,3277.2539262989353,1092.4179754329784,-128.33923292832847,1.3364332206181682,FINAL_BAR,-11.748180258335768
BTWUSDT,MAKER,2026-09-21 20:48:00,2026-09-21 21:06:00,0.7612511926136851,0.8754388715057378,3238.7521564204367,1079.5840521401456,-486.55773645904196,1.3926634272607878,STOP_LOSS,-45.068999999999974
ENAUSDT,MAKER,2024-06-19 08:45:00,2024-06-20 08:46:00,0.641801019877176,0.6489,3092.784835482724,1030.9282784942413,-34.83478367094374,1.2439558111584659,FINAL_BAR,-3.3789725626522644
INJUSDT,MAKER,2026-05-13 15:22:00,2026-05-14 15:23:00,5.545383911531276,5.166,3082.334400381441,1027.444800127147,244.38359262066905,1.183943546295199,TIME_EXIT,23.785569072949365
KORUUSDT,MAKER,2026-07-15 10:49:00,2026-07-16 10:50:00,23.299553136213138,20.18,3155.649478167641,1051.8831593892137,384.5229421041171,1.18524437994937,TIME_EXIT,36.555670529737746
LEVERUSDT,MAKER,2025-04-26 08:15:00,2025-04-27 08:16:00,0.0008676126519086243,0.000793,3271.0063607988764,1090.3354535996255,296.7347530603404,1.248936646632588,TIME_EXIT,27.21499627300043
LEVERUSDT,MAKER,2025-06-30 12:43:00,2025-07-01 05:46:00,0.000359518998353824,0.000359518998353824,3360.0267867169778,1120.0089289056593,116.9524523652579,1.3204905271797724,BREAK_EVEN,10.442100000000003
LEVERUSDT,MAKER,2025-08-30 14:40:00,2025-08-31 14:41:00,0.0001925663702758928,0.0001652,3395.112522426555,1131.7041741421851,431.8567905781057,1.2715551443270328,TIME_EXIT,38.15986548829748
LEVERUSDT,MAKER,2025-09-03 06:47:00,2025-09-03 07:54:00,0.00021352067812632905,0.00024554877984527836,3524.669559599987,1174.8898531999957,-529.5111079387054,1.5156079106279945,STOP_LOSS,-45.068999999999946
MRVLUSDT,MAKER,2026-06-03 09:21:00,2026-06-03 22:00:00,325.1763555227756,293.84,3365.8162272183754,1121.9387424061251,328.02655593204713,1.2805996924115473,TIME_EXIT,29.237474697464933
NILUSDT,MAKER,2026-07-27 15:53:00,2026-07-28 15:54:00,0.04134538856550638,0.03621,3464.2241939979895,1154.7413979993298,400.31787228012297,1.3055035713966516,TIME_EXIT,34.667317979047226
ONEUSDT,MAKER,2026-07-21 20:15:00,2026-07-22 20:16:00,0.0015093784508465715,0.001319,3584.3195556820265,1194.773185227342,418.67767336484644,1.3498656872446197,TIME_EXIT,35.042439731787276
ONEUSDT,MAKER,2026-08-13 11:35:00,2026-08-14 11:36:00,0.0007829094398451028,0.000651,3709.92285769148,1236.6409525638267,535.5085775102923,1.3767404763935627,TIME_EXIT,43.30348080419512
ONEUSDT,MAKER,2026-09-22 06:05:00,2026-09-22 14:01:00,0.003911412221917329,0.003911412221917329,3870.575430944568,1290.191810314856,134.72311902488752,1.5211361443612152,BREAK_EVEN,10.442099999999996
PTBUSDT,MAKER,2026-09-22 07:01:00,2026-09-22 14:11:00,0.000972406796495332,0.0009937,3910.9923666520344,1303.6641222173448,-86.43998303407211,1.5815250779467052,FINAL_BAR,-6.63054091624844
SKHYNIXUSDT,MAKER,2026-06-25 14:06:00,2026-06-26 14:00:00,1839.5798630391942,1764.45,3885.0603717418126,1295.0201239139376,157.92358924467595,1.522290375187622,FINAL_BAR,12.194682254618847
SKHYNIXUSDT,MAKER,2026-07-31 13:52:00,2026-08-01 07:20:00,1146.8774075916867,1088.96,3932.4374485152157,1310.8124828384052,197.84165911345823,1.5332572936226108,FINAL_BAR,15.09305577293986
SOXSUSDT,MAKER,2026-07-17 17:15:00,2026-07-18 14:00:00,51.890978919940316,55.02,3991.7899462492524,1330.5966487497508,-241.55105196398898,1.6448568891125261,FINAL_BAR,-18.153589383450957
TRBUSDT,MAKER,2024-01-01 02:48:00,2024-01-01 04:48:00,157.96376746921547,157.96376746921547,3919.324630660056,1306.441543553352,136.41993241938448,1.540294579849402,BREAK_EVEN,10.442099999999993
UAIUSDT,MAKER,2026-08-02 13:22:00,2026-08-03 09:59:00,0.5239309401624425,0.3857,3960.2506103858714,1320.0835367952905,795.2134144749415,1.4249309850867582,TIME_EXIT,60.2396281984886
龙虾USDT,MAKER,2026-08-11 06:22:00,2026-08-12 02:39:00,0.025783266378826695,0.018622,4198.814634728355,1399.6048782427847,857.7256228339168,1.50784711248745,TIME_EXIT,61.28341192342786
LOOMUSDT,MAKER,2023-10-16 20:15:00,2023-10-16 23:12:00,0.2791794276399497,0.3210563417859421,4456.13232157853,1485.3774405261765,-669.4447586707422,1.9161368982787679,STOP_LOSS,-45.06899999999998
GASUSDT,MAKER,2023-11-10 11:30:00,2023-11-10 13:12:00,25.483672329745065,25.483672329745065,4255.298893977307,1418.4329646591023,148.1141886026681,1.6723324653330816,BREAK_EVEN,10.442099999999998
BIGTIMEUSDT,MAKER,2023-12-05 22:00:00,2023-12-06 22:01:00,0.7826209317382685,0.6997,4299.733150558107,1433.244383519369,693.6351639406553,1.5810220123586625,TIME_EXIT,48.3961543416215
AUCTIONUSDT,MAKER,2023-12-28 04:00:00,2023-12-29 04:01:00,40.50959992732157,31.2,4507.823699740304,1502.6078999134345,866.8163541964207,1.6296205978852498,TIME_EXIT,57.68746152914264
BAKEUSDT,MAKER,2023-12-28 07:00:00,2023-12-29 07:01:00,0.6833907855333841,0.6575,4767.86860599923,1589.2895353330766,283.39102508109823,1.8502898941488826,TIME_EXIT,17.831302527371538
TRBUSDT,MAKER,2024-01-01 02:48:00,2024-01-01 04:48:00,157.96376746921547,157.96376746921547,4852.88591352356,1617.6286378411864,168.91439999201447,1.907184164014759,BREAK_EVEN,10.442099999999996
LEVERUSDT,MAKER,2025-04-26 08:15:00,2025-04-26 09:20:00,0.0008676126519086243,0.0008619,4903.560233521163,1634.5200778403878,31.312426062784077,1.9549667572537988,FINAL_BAR,1.9156954073121981
LEVERUSDT,MAKER,2025-06-30 12:43:00,2025-07-01 05:46:00,0.000359518998353824,0.000359518998353824,4912.953961339999,1637.6513204466664,171.0051885323614,1.9307909068066198,BREAK_EVEN,10.442100000000002
KORUUSDT,MAKER,2026-06-23 06:04:00,2026-06-23 14:20:00,820.6855496365106,820.6855496365106,4964.255517899707,1654.7518392999025,172.79084181153513,1.9509524185345848,BREAK_EVEN,10.442100000000002
ONEUSDT,MAKER,2026-07-21 20:15:00,2026-07-22 20:16:00,0.0015093784508465715,0.001319,5016.092770443169,1672.030923481056,585.9204286576953,1.889075850986349,TIME_EXIT,35.042439731787276
NILUSDT,MAKER,2026-07-27 15:53:00,2026-07-28 13:19:00,0.04134538856550638,0.03767,5191.868899040477,1730.6229663468257,480.7678545178328,1.9804055823521156,TIME_EXIT,27.78004590639903
ONEUSDT,MAKER,2026-08-13 11:35:00,2026-08-13 17:19:00,0.0007829094398451028,0.000755,5336.099255395827,1778.699751798609,189.194027623052,2.0963950615916183,FINAL_BAR,10.636647777779263
ARKUSDT,MAKER,2026-09-14 10:39:00,2026-09-15 10:40:00,0.16458967801108662,0.1456,5392.8574636827425,1797.6191545609142,592.223745832026,2.0385062493553683,TIME_EXIT,32.9448951592131
