initial_equity,final_equity,net_ret_pct,gross_ret_pct,drag_pct,cagr_pct,max_dd_pct,sharpe,calmar,avg_cash_pct,trades_count,total_friction,model,regime
11044.784742719468,96756.3250096293,776.036312734926,1794.4334014377084,1018.3970887027824,777.339477440407,51.68113618480592,2.4796716395185445,15.041067879404364,49.4294842537654,271,41671.88839889942,Core-4 Top-1 Rotation,2021
25609.24750671909,40946.596309277214,59.88988469315262,59.889884693152595,0.0,59.94128935789742,54.115788558298625,0.9740579582847402,1.1076488203312977,0.0,0,0.0,BTC Buy & Hold,2021
16115.43164229456,263592.96760949696,1535.6556464656126,1535.655646465613,0.0,1538.7895012595773,56.01848877894168,2.90920482631203,27.469314770912472,0.0,0,0.0,Core-4 Equal-Weight (EW 25%),2021
15197.195210479022,130833.4145986497,760.9050077111286,836.0857414060273,75.18073369489866,762.1753744477752,41.85763008735173,2.859296229258184,18.208756034615647,30.26762587849244,231,7550.720087978161,Simple EMA Trend (No Rotation),2021
96756.3250096293,83157.42374684378,-14.054793070563754,8.79789040854908,22.852683479112834,-14.063708553370258,41.25636288281076,-0.17367506609798022,-0.34088580695584836,76.31218621633957,78,16761.343408417066,Core-4 Top-1 Rotation,2022
40946.596309277214,14461.128797970074,-64.68295267146873,-64.68295267146873,0.0,-64.708120506884,67.21392902034935,-1.3906420239858366,-0.9627189103510567,0.0,0,0.0,BTC Buy & Hold,2022
263592.96760949696,42120.373554549544,-84.02067629628522,-84.02067629628523,0.0,-84.04073498049598,84.91343506008518,-1.5491339648536395,-0.9897224734934859,0.0,0,0.0,Core-4 Equal-Weight (EW 25%),2022
130833.4145986497,85747.8357793771,-34.460293616565075,-28.92902996981659,5.531263646748485,-34.47925761555057,46.26022879138808,-1.0665853889380956,-0.7453326219166758,75.15883723212418,232,9236.328885975625,Simple EMA Trend (No Rotation),2022
83157.42374684378,150091.17643554672,80.49041164679348,236.6614583312701,156.1710466844766,80.56342705284361,45.03940442011114,1.192316778647663,1.7887320689540505,40.62072113190324,214,56871.46823898761,Core-4 Top-1 Rotation,2023
14461.128797970074,37025.656985719754,156.0357320855692,156.0357320855692,0.0,156.20065585209684,21.185976603209795,2.448073944646009,7.372832453162983,0.0,0,0.0,BTC Buy & Hold,2023
42120.373554549544,160645.95276089633,281.39726503813137,281.39726503813137,0.0,281.7471278643874,33.63157970289607,2.4869140708088735,8.377457447832155,0.0,0,0.0,Core-4 Equal-Weight (EW 25%),2023
85747.8357793771,260662.3648095573,203.9871064270619,237.45700366102747,33.46989723396558,204.21868599970944,35.31816099849808,2.3358567219103796,5.7822570662270305,43.28058644757729,274,9112.77233613348,Simple EMA Trend (No Rotation),2023
150091.17643554672,129765.9085278244,-13.541947228623762,71.87699132347632,85.41893855210009,-13.516163501735045,58.33503651594072,0.029803902920247323,-0.23169889502068963,39.91807009558489,219,93916.96321946914,Core-4 Top-1 Rotation,2024
37025.656985719754,82078.31001370997,121.67955060288693,121.67955060288693,0.0,121.31822486373034,30.0060914059914,1.790263870984332,4.043119885967767,0.0,0,0.0,BTC Buy & Hold,2024
160645.95276089633,305521.07837432495,90.18286680963521,90.18286680963523,0.0,89.93251417861383,39.70324317774329,1.2338976363188014,2.265117581856081,0.0,0,0.0,Core-4 Equal-Weight (EW 25%),2024
260662.3648095573,325541.26245948655,24.890013446064785,38.863711201635695,13.97369775557091,24.833144301532695,38.49664100303621,0.6829355913195756,0.6450730155800897,38.697952480165505,305,29883.535468678725,Simple EMA Trend (No Rotation),2024
