date,open,close,high,low,volume,amount,amplitude,pct_chg,chg,turnover
2025-01-23,196.660,196.500,198.820,193.720,26951357,5333101568.000,2.59,-0.20,-0.390,0.46
2025-01-24,196.620,198.730,199.420,196.520,23877521,4770346496.000,1.48,1.13,2.230,0.41
2025-01-27,190.930,190.330,195.400,189.250,41728893,8052675328.000,3.09,-4.23,-8.400,0.72
2025-01-28,191.265,193.820,194.000,189.200,24157929,4697261056.000,2.52,1.83,3.490,0.41
2025-01-29,194.075,193.930,195.305,191.950,18218256,3554066288.000,1.73,0.06,0.110,0.31
2025-01-30,196.520,199.390,199.920,196.190,24354684,4874871040.000,1.92,2.82,5.460,0.42
2025-01-31,200.520,202.540,204.000,200.320,32041952,6544710400.000,1.85,1.58,3.150,0.55
2025-02-03,199.210,199.750,202.270,198.620,27838348,5619769344.000,1.80,-1.38,-2.790,0.48
2025-02-04,201.910,204.900,205.570,201.330,43856425,9007024384.000,2.12,2.58,5.150,0.75
2025-02-05,189.590,189.850,191.270,186.550,70461770,13403203840.000,2.30,-7.35,-15.050,1.21
2025-02-06,188.020,190.120,190.620,187.240,29297442,5587637504.000,1.78,0.14,0.270,0.50
2025-02-07,189.570,183.860,189.700,181.760,49314961,9180448768.000,4.18,-3.29,-6.260,0.85
2025-02-10,185.870,184.990,186.720,184.380,23105649,4315777024.000,1.27,0.61,1.130,0.40
2025-02-11,183.550,183.840,185.460,182.800,21239519,3934964112.000,1.44,-0.62,-1.150,0.36
2025-02-12,181.740,182.130,183.630,180.350,22072559,4050978192.000,1.78,-0.93,-1.710,0.38
2025-02-13,182.840,184.660,184.800,181.660,21402523,3955658256.000,1.72,1.39,2.530,0.37
2025-02-14,183.575,183.750,184.920,182.840,20448437,3787578064.000,1.13,-0.49,-0.910,0.35
2025-02-18,184.120,182.290,184.480,180.260,29916675,5496205568.000,2.30,-0.79,-1.460,0.51
2025-02-19,182.590,183.790,183.980,182.110,19549396,3611531408.000,1.03,0.82,1.500,0.34
