trade_id,symbol,entry_time,exit_time,entry_price,exit_price,units,notional_entry_usd,notional_exit_usd,gross_pnl_usd,total_fee_usd,net_pnl_usd,net_ret_pct,duration_bars,exit_reason,stop_mode
82,ETHUSDT,2023-04-13 12:00:00,2023-04-17 12:00:00,1986.382695,2059.935455,2.240225319011393,4449.944806585086,4614.719561820253,164.774755235168,7.251731494724272,157.5230237404437,0.03539887135394109,24,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
83,ETHUSDT,2023-05-29 00:00:00,2023-05-31 04:00:00,1909.59432,1869.129950357143,2.4127300038186057,4607.3355109855875,4509.70591226266,-97.62959872292792,7.293633138598598,-104.92323186152652,-0.02277308253574128,13,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
84,SOLUSDT,2023-06-04 08:00:00,2023-06-05 04:00:00,21.620804999999997,21.3728925,388.9565365961649,8409.553431221044,8313.126243842147,-96.42718737889602,13.378143740050554,-109.80533111894658,-0.013057213087116703,5,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
85,ETHUSDT,2023-06-22 04:00:00,2023-06-26 16:00:00,1919.4092249999999,1859.1114292857144,2.3457740829805727,4502.500414638826,4361.055408191399,-141.44500644742794,7.09084465826418,-148.53585110569213,-0.03298963629692572,27,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
86,SOLUSDT,2023-06-30 04:00:00,2023-06-30 12:00:00,18.96948,17.02799107142857,437.53652375184964,8299.840336580237,7450.3680198703905,-849.4723167098471,12.600166685160502,-862.0724833950076,-0.10386615265302865,2,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
87,ETHUSDT,2023-07-03 08:00:00,2023-07-05 08:00:00,1967.8134149999998,1917.6056989285717,2.2126535475661773,4354.089333648064,4242.9970525674225,-111.09228108064097,6.877669108972389,-117.96995018961336,-0.027094058286298985,12,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
88,SOLUSDT,2023-07-06 20:00:00,2023-07-10 04:00:00,20.920455,20.698905,355.56071768378274,7438.491994071282,7359.717517068439,-78.77447700284227,11.838567608911777,-90.61304461175405,-0.0121816417472756,20,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
89,SOLUSDT,2023-07-13 16:00:00,2023-07-14 08:00:00,24.072029999999998,28.142722500000005,305.2486667895064,7347.955064417001,8590.528522952045,1242.573458535045,12.750786869895236,1229.8226716651498,0.1673693784030681,4,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
90,ETHUSDT,2023-07-13 20:00:00,2023-07-14 16:00:00,1996.2576299999998,1950.4278203571428,2.1220800434544156,4236.218478216609,4138.963953778187,-97.25452443842173,6.700145945595837,-103.95467038401756,-0.024539496940153352,5,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
91,SOLUSDT,2023-09-30 16:00:00,2023-10-01 16:00:00,21.45072,22.568239642857147,399.8348160359162,8576.74468503795,9023.567945856259,446.8232608183101,14.080250104715367,432.7430107135947,0.05045539148069906,6,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
92,ETHUSDT,2023-09-29 08:00:00,2023-10-02 12:00:00,1687.033095,1698.5369385714287,2.4494784020557185,4132.351129755713,4160.529546124555,28.178416368842026,6.634304540704215,21.54411182813781,0.005213524008888229,19,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
93,ETHUSDT,2023-10-23 04:00:00,2023-10-27 16:00:00,1695.38727,1755.8280157142858,2.4501051871941417,4153.877144529914,4301.963329122369,148.0861845924539,6.764672378921826,141.32151221353206,0.03402159170731207,27,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
94,SOLUSDT,2023-10-19 20:00:00,2023-11-01 20:00:00,25.162574999999997,41.670971071428575,358.0366552955151,9009.124191622544,14919.735105330456,5910.61091370791,19.1430874375624,5891.467826270347,0.6539445678580764,78,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
95,SOLUSDT,2023-11-09 12:00:00,2023-11-09 16:00:00,47.153565,43.8191725,315.89643720297346,14895.643184918827,13842.320473932512,-1053.3227109863155,22.990370927081074,-1076.3130819133967,-0.0722569054959047,1,INTRABAR_STOP_TOUCH,INTRABAR_STOP_TOUCH
