entry_time,exit_time,symbol,entry_price,exit_price,units,leverage,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,entry_slippage_usdt,exit_slippage_usdt,slippage_cost_usdt,funding_cost_usdt,borrow_cost_usdt,net_pnl_usdt,gross_ret_pct,exit_reason,bars_held,net_pnl_usd
2020-11-04 04:00:00,2020-11-06 12:00:00,BTCUSDT,13904.458755,15564.563825000001,0.7186184069485558,1.0,1192.9820607706217,8.0,8.947985648616498,4.993503248375408,5.595288674722151,10.58879192309756,0.0,0.0,1176.0340751220053,11.93937210539053,SIGNAL_EXIT,14,1176.0340751220053
2020-11-06 12:00:00,2020-11-12 16:00:00,ETHUSDT,443.61169499999994,460.92942000000005,25.173126348397805,1.0,435.9412794918101,8.940827260097606,9.282427621882976,5.580756245806899,5.804419473412934,11.385175719219834,0.0,0.0,417.71802460982957,3.9038026263036443,SIGNAL_EXIT,37,417.71802460982957
2020-11-12 16:00:00,2020-11-16 12:00:00,BTCUSDT,16133.0625,16227.552165000001,0.718058155297672,1.0,67.8490745445957,9.275001679785468,9.321860938077316,5.7893438770874805,5.8290776251102345,11.618421502197716,0.0,0.0,49.25221192673291,0.5856895738177482,SIGNAL_EXIT,23,49.25221192673291
2020-11-16 12:00:00,2020-11-17 12:00:00,SOLUSDT,2.2715351999999998,2.2232878000000005,5121.509852988078,1.0,-247.09953448105327,9.314403449326855,9.109272298982551,5.813937985110943,5.696143258491674,11.510081243602617,0.0,0.0,-265.5232102293627,-2.123999663311371,SIGNAL_EXIT,6,-265.5232102293627
2020-11-17 12:00:00,2020-11-21 16:00:00,BTCUSDT,17002.607055,18780.605,0.6686256454538797,1.0,1188.815023591296,9.101984881143366,10.045755312111488,5.681348883831994,6.281737939039492,11.963086822871485,0.0,0.0,1169.6672833980413,10.457207763777255,SIGNAL_EXIT,25,1169.6672833980413
2020-11-21 16:00:00,2020-11-22 08:00:00,BNBUSDT,30.5008428,29.9302274,411.041450504423,1.0,-234.546581696162,10.037718707861798,9.84205126753858,6.265422621748545,6.1543592218225704,12.419781843571116,0.0,0.0,-254.42635167156237,-1.8708184680064028,SIGNAL_EXIT,4,-254.42635167156237
2020-11-22 08:00:00,2020-11-24 04:00:00,ETHUSDT,542.5911600000001,612.75347,22.63746400794506,1.0,1588.2967673392823,9.834177626524548,11.096947698294755,6.1383747403945845,6.939061842354323,13.077436582748907,0.0,0.0,1567.365642014463,12.930971820477122,SIGNAL_EXIT,11,1567.365642014463
2020-11-24 04:00:00,2020-11-26 04:00:00,BNBUSDT,32.85491925,29.9606122,421.5198186807296,1.0,-1220.0077829223583,11.08807014013612,10.103193457686125,6.921039282872913,6.317654738423084,13.238694021295997,0.0,0.0,-1241.1990465201804,-8.809356760175271,SIGNAL_EXIT,12,-1241.1990465201804
2020-11-26 04:00:00,2020-12-11 12:00:00,ETHUSDT,532.32603,538.660535,23.686223868757743,1.0,150.0405035277661,10.095110902919975,10.207067217019853,6.301246135805638,6.382608314794055,12.683854450599693,0.0,0.0,129.7383254078263,1.1899671710586905,SIGNAL_EXIT,92,129.7383254078263
2020-12-11 16:00:00,2020-12-12 12:00:00,ETHUSDT,554.467095,559.230245,22.974182178465522,1.0,109.42947584335796,10.198901563246237,10.278286022670326,6.366031010740008,6.427142335337147,12.793173346077156,0.0,0.0,88.9522882574414,0.8590500758210001,SIGNAL_EXIT,5,88.9522882574414
