symbol,entry_time,exit_time,entry_price,exit_price,units,leverage,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,funding_cost_usdt,borrow_cost_usdt,net_pnl_usdt,gross_ret_pct,exit_reason,bars_held
BTCUSDT,2026-07-19 00:00:00,2026-07-19 04:00:00,64866.62710499999,64673.82691,1.591401838721178,1.0,-306.822584828784,82.64921508930183,82.33763764936737,51.48676691430679,0.0,0.0,-471.8094375674532,-0.2972255589733409,SIGNAL_EXIT,1
ETHUSDT,2026-07-19 04:00:00,2026-07-20 16:00:00,1868.01354,1901.38883,55.00893620745415,1.0,1835.9391985152922,82.27176753924788,83.6747014840287,52.32284985243426,0.0,0.0,1669.9927294920158,1.7866728096628346,SIGNAL_EXIT,9
BTCUSDT,2026-07-20 16:00:00,2026-07-20 20:00:00,65631.549375,65109.429000000004,1.5910959803061788,1.0,-830.7436298984525,83.60776172284149,82.87628060954445,51.823587174546624,0.0,0.0,-997.2276722308384,-0.7955326058459343,SIGNAL_EXIT,1
ETHUSDT,2026-07-20 20:00:00,2026-07-21 08:00:00,1899.40923,1933.102965,54.45359687008363,1.0,1834.7450627374305,82.80997958505681,84.21152765157872,52.65853404925567,0.0,0.0,1667.7235555007949,1.7739060370892301,SIGNAL_EXIT,3
BTCUSDT,2026-07-21 08:00:00,2026-07-22 16:00:00,66219.95343,66014.35631,1.5870753214812758,1.0,-326.2981153196106,84.14415842945745,83.8158046104582,52.41108342325086,0.0,0.0,-494.2580783595262,-0.3104760866637041,SIGNAL_EXIT,8
ETHUSDT,2026-07-22 16:00:00,2026-07-22 20:00:00,1944.0115199999998,1924.1774300000002,53.80739266735185,1.0,-1067.2206688295753,83.74875196676982,82.82797643013275,51.79338195980825,0.0,0.0,-1233.7973972264779,-1.0202660733203683,SIGNAL_EXIT,1
BTCUSDT,2026-07-22 20:00:00,2026-07-23 04:00:00,65956.151595,65629.698735,1.5672439696288016,1.0,-511.6312762030831,82.76171404898865,82.28619965678699,51.454602086536255,0.0,0.0,-676.6791899088587,-0.49495437818229615,SIGNAL_EXIT,2
ETHUSDT,2026-07-23 04:00:00,2026-07-23 12:00:00,1921.5202799999997,1883.44087458,53.4437466361947,1.0,-2035.1060953234103,82.22037069706157,80.52650952424518,151.21402639754697,0.0,0.0,-2197.852975544717,-1.9817332045020015,STOP_LOSS,3
ETHUSDT,2026-07-23 16:00:00,2026-07-24 00:00:00,1896.1776149999998,1877.4408100000003,52.99986009352063,1.0,-993.0480435995539,80.4620883166258,79.60328021109285,49.776938601224415,0.0,0.0,-1153.1134121272726,-0.9881355444647811,SIGNAL_EXIT,2
BTCUSDT,2026-07-24 00:00:00,2026-07-24 12:00:00,65131.52949,64228.77231397929,1.5252974736501623,1.0,-1376.9732399039497,79.53959758692397,78.37438731693128,147.172735322222,0.0,0.0,-1534.8872248078048,-1.3860524742618228,STOP_LOSS,4
ETHUSDT,2026-07-25 20:00:00,2026-07-28 00:00:00,1875.707385,1891.5837350000002,52.14635227927095,1.0,827.8937400090153,78.31168780707775,78.9113534488393,49.344268039534526,0.0,0.0,670.6706987530983,0.8464193363508152,SIGNAL_EXIT,13
ETHUSDT,2026-07-29 08:00:00,2026-07-29 16:00:00,1925.672355,1891.163945,51.141323173450346,1.0,-1764.8057480119212,78.84822436608023,77.37330118817783,48.38250449485282,0.0,0.0,-1921.0272735661792,-1.7920187673878671,SIGNAL_EXIT,2
BNBUSDT,2026-07-30 12:00:00,2026-07-31 08:00:00,589.2945,589.475115,163.86024607643014,1.0,29.595618345092607,77.31140254722727,77.27322991986557,48.31992866425171,0.0,0.0,-124.98901412200024,0.030649361227703443,SIGNAL_EXIT,5
BNBUSDT,2026-08-04 16:00:00,2026-08-05 12:00:00,593.5766399999999,596.32169,162.4677358572874,1.0,445.98205831506397,77.21141133592967,77.50642785351299,48.465750283589834,0.0,0.0,291.2642191256213,0.4624592369403395,SIGNAL_EXIT,5
BNBUSDT,2026-08-05 16:00:00,2026-08-05 20:00:00,600.17994,591.1062343757143,161.16513985176925,1.0,-1462.3650359117914,77.44442271123016,76.21257514433175,143.11324826801885,0.0,0.0,-1616.0220337673534,-1.5118308726355814,STOP_LOSS,2
BNBUSDT,2026-08-06 00:00:00,2026-08-07 04:00:00,594.15693,585.3479462121428,160.08120068579547,1.0,-1410.1527015818851,76.15160508421629,74.9625616388834,140.76595200091106,0.0,0.0,-1561.2668683049849,-1.4826022121558335,STOP_LOSS,8
BNBUSDT,2026-08-07 08:00:00,2026-08-10 20:00:00,585.75273,600.37966,159.7147262043077,1.0,2336.136120159559,74.9025915895723,76.71157841242828,47.968720868202674,0.0,0.0,2184.5219501575584,2.4971168294853534,SIGNAL_EXIT,21
BNBUSDT,2026-08-11 12:00:00,2026-08-11 16:00:00,608.74422,608.1857550000001,157.2682057301065,1.0,-87.82878851305694,76.65020914969834,76.51862595156814,47.84806525234422,0.0,0.0,-240.9976236143234,-0.09174050145395311,SIGNAL_EXIT,1
SOLUSDT,2026-08-17 16:00:00,2026-08-18 00:00:00,76.148055,75.98199,1254.0741375791908,1.0,-208.2578216570924,76.45741105080688,76.22963886464056,47.66735796938489,0.0,0.0,-360.94487157253985,-0.21808173563987054,SIGNAL_EXIT,2
ETHUSDT,2026-08-18 00:00:00,2026-08-18 00:00:00,1914.5467949999997,1893.2879539146427,49.690428322376164,1.0,-1056.3609191687206,76.16865515354885,75.26263149409102,141.32942819371104,0.0,0.0,-1207.7922058163604,-1.1103850342481216,STOP_LOSS,1
SOLUSDT,2026-08-18 08:00:00,2026-08-19 16:00:00,76.13804999999999,81.789085,1233.6515620603734,1.0,6971.408155007852,75.20242138889577,80.71938597579093,50.47485366169803,0.0,0.0,6815.486347643166,7.4220905316067425,SIGNAL_EXIT,8
ETHUSDT,2026-08-19 16:00:00,2026-08-20 20:00:00,2086.872915,2322.6181100000003,48.27215761401353,1.0,11379.929209786374,80.6548104670103,89.69422998646579,56.086937210139304,0.0,0.0,11209.580169332898,11.296576485588268,SIGNAL_EXIT,7
BTCUSDT,2026-08-20 20:00:00,2026-08-22 00:00:00,72727.10538,78298.860985,1.5391575148442036,1.0,8575.809510311083,89.62247460247663,96.41142423104351,60.287283786283346,0.0,0.0,8389.775611477562,7.661181585445376,SIGNAL_EXIT,7
ETHUSDT,2026-08-22 00:00:00,2026-08-22 04:00:00,2517.568155,2513.80247,47.792761570533,1.0,-179.97248535472534,96.33429509165867,96.11324966730156,60.1008314577857,0.0,0.0,-372.4200301136855,-0.149576288233589,SIGNAL_EXIT,1
BNBUSDT,2026-08-22 04:00:00,2026-08-22 04:00:00,718.469055,694.6672744532143,166.95139705827984,1.0,-3973.740514760464,96.03635906756773,92.78053756850531,174.22484520875898,0.0,0.0,-4162.557411396538,-3.312847001710564,STOP_LOSS,1
BNBUSDT,2026-08-22 08:00:00,2026-08-23 04:00:00,706.423035,688.9753400000001,163.91054562642438,1.0,-2859.861207373429,92.70631313845051,90.34425912204101,56.493408655599524,0.0,0.0,-3042.9117796339206,-2.469864958466417,SIGNAL_EXIT,5
SOLUSDT,2026-08-23 04:00:00,2026-08-24 00:00:00,93.75685499999999,95.39228,1202.575616041243,1.0,1966.7222268642643,90.27198371474339,91.773143909263,57.38690839748596,0.0,0.0,1784.677099240258,1.744325788231711,SIGNAL_EXIT,5
BNBUSDT,2026-08-24 00:00:00,2026-08-24 12:00:00,702.721185,703.398125,162.9849212775268,1.0,110.33101260961857,91.69972539413558,91.71463042390798,57.350319174521594,0.0,0.0,-73.08334320842499,0.09633123555255542,SIGNAL_EXIT,3
SOLUSDT,2026-08-24 12:00:00,2026-08-25 20:00:00,95.88792,95.93557629624,1193.6845865541925,1.0,56.886586273956475,91.64125871956884,91.61345498161235,172.03327800753289,0.0,0.0,-126.36812742722472,0.049700000000006954,STOP_LOSS,9
SOLUSDT,2026-08-26 00:00:00,2026-08-28 08:00:00,96.64829999999999,104.912395,1182.986820335342,1.0,9776.315466999211,91.54016421762708,99.28798445985235,186.4446378189392,0.0,0.0,9585.487318321731,8.550688423904003,STOP_LOSS,15
SOLUSDT,2026-08-28 12:00:00,2026-08-30 20:00:00,105.89292,101.5671261557143,1170.1583452064904,1.0,-5061.863766533776,99.20855407228446,95.0796962157996,178.54224377026702,0.0,0.0,-5256.152016821859,-4.0850642746329955,STOP_LOSS,15
