entry_time,exit_time,symbol,entry_price,exit_price,units,leverage,gross_ret_pct,net_pnl_usdt,fees_paid_usdt,exit_reason,bars_held
2020-10-15 20:00:00,2020-10-16 04:00:00,BTCUSDT,11520.93,11328.604768578803,2.6018732862711604,3.0,-5.008065271324366,-523.9863572052022,23.580475294471416,STOP_LOSS,3
2020-10-18 08:00:00,2020-10-28 12:00:00,BTCUSDT,11455.4,13146.756241000001,2.4721022228583416,3.0,44.29412087749013,4155.205422760029,26.000100261402302,STOP_LOSS,62
2020-10-28 16:00:00,2020-11-02 12:00:00,BTCUSDT,13221.26,13227.83096622,3.045742709224745,3.0,0.14910000000001425,-12.217383322248512,32.23085577937751,STOP_LOSS,30
2020-11-02 16:00:00,2020-11-06 12:00:00,BTCUSDT,13498.6,15572.35,2.9722018539879653,3.0,46.08811284133169,6126.576260674784,37.0273340327596,SIGNAL_EXIT,23
2020-11-06 12:00:00,2020-11-07 12:00:00,ETHUSDT,443.39,443.61036483,131.53186985336774,3.0,0.14909999999999599,-17.694122478120903,46.67912061793963,STOP_LOSS,7
2020-11-07 16:00:00,2020-11-07 16:00:00,ETHUSDT,447.88,424.86602928571426,128.6991269767201,3.0,-15.415270193546753,-3005.621848837287,43.743909640909614,STOP_LOSS,1
2020-11-07 20:00:00,2020-11-09 08:00:00,ETHUSDT,431.04,444.8,112.50411261201269,3.0,9.576837416481062,1508.023126109435,40.0334634318586,SIGNAL_EXIT,9
2020-11-09 08:00:00,2020-11-09 12:00:00,BTCUSDT,15303.27,15802.4,3.4371097963319452,3.0,9.784771490014862,1672.1129455667165,43.45166707644474,SIGNAL_EXIT,1
2020-11-09 12:00:00,2020-11-09 12:00:00,ETHUSDT,458.22,436.97605125,125.39592396339249,3.0,-13.908569300772566,-2707.7405946943036,43.836012557094804,STOP_LOSS,1
2020-11-09 16:00:00,2020-11-09 20:00:00,ETHUSDT,437.71,446.55,112.41300327427216,3.0,6.058806058806081,953.5725276548685,40.15842128970099,SIGNAL_EXIT,1
2020-11-09 20:00:00,2020-11-10 04:00:00,BTCUSDT,15360.0,15334.91,3.378709734953559,3.0,-0.49003906250000284,-126.22159501129464,41.449767761309346,SIGNAL_EXIT,2
2020-11-10 04:00:00,2020-11-10 16:00:00,ETHUSDT,449.28,443.08,114.33646349190326,3.0,-4.139957264957257,-749.414233844993,40.528160195194,SIGNAL_EXIT,3
2020-11-10 16:00:00,2020-11-11 04:00:00,SOLUSDT,2.184,2.2647,22419.606570355314,3.0,11.085164835164802,1768.6433038277619,40.618946399906946,SIGNAL_EXIT,3
2020-11-11 04:00:00,2020-11-12 04:00:00,ETHUSDT,463.12,457.88,116.81606106393929,3.0,-3.3943686301606553,-654.9063504070082,42.79019043196522,SIGNAL_EXIT,6
2020-11-12 04:00:00,2020-11-15 16:00:00,BTCUSDT,15628.14,16027.19,3.315284484417224,3.0,7.66022060206783,1280.4565180380514,42.50775546864551,SIGNAL_EXIT,21
2020-11-15 16:00:00,2020-11-15 16:00:00,SOLUSDT,2.1965,2.063564289285714,25166.390028078058,3.0,-18.15648222822025,-3387.0579154972165,41.54597100174239,STOP_LOSS,1
2020-11-15 20:00:00,2020-11-16 04:00:00,BTCUSDT,15855.29,16006.5,2.837681540199326,3.0,2.8610640360409514,392.7487460349772,36.33707965856041,SIGNAL_EXIT,2
2020-11-16 04:00:00,2020-11-16 20:00:00,SOLUSDT,2.1591,2.2422,21323.554548531352,3.0,11.54647769904126,1733.7380437759807,38.2493392069736,SIGNAL_EXIT,4
2020-11-16 20:00:00,2020-11-17 04:00:00,BTCUSDT,16778.93,16573.57,3.0442826683132327,3.0,-3.671747840893321,-665.5375942872681,40.36370552246092,SIGNAL_EXIT,2
2020-11-17 04:00:00,2020-11-17 08:00:00,SOLUSDT,2.2963,2.2478,21311.61986118697,3.0,-6.336280102774055,-1071.9369705667534,38.32340729918086,SIGNAL_EXIT,1
2020-11-17 08:00:00,2020-11-18 12:00:00,BTCUSDT,16750.0,17526.75387475,2.7228169271536333,3.0,13.912009697014929,2076.780884698894,38.17771370257987,STOP_LOSS,8
