entry_time,exit_time,symbol,entry_price,exit_price,units,leverage,gross_ret_pct,net_pnl_usdt,fees_paid_usdt,exit_reason,bars_held
2022-01-01 20:00:00,2022-01-02 04:00:00,BTCUSDT,47329.79,46759.671342478956,0.6333431861835854,3.0,-3.613698629474449,-384.7727024434413,23.69193538635433,STOP_LOSS,3
2022-01-13 00:00:00,2022-01-13 00:00:00,BTCUSDT,43902.65,43395.81566594547,0.6545438713871268,3.0,-3.463351306045529,-354.468879314362,22.72357215039206,STOP_LOSS,1
2022-01-20 16:00:00,2022-01-20 16:00:00,BTCUSDT,43308.7,42794.556507256486,0.6373935878318431,3.0,-3.561479513886433,-349.533346229648,21.82158072946621,STOP_LOSS,1
2022-02-04 16:00:00,2022-02-07 08:00:00,BTCUSDT,39490.88,42723.91,0.6708048862990482,3.0,24.560328865804003,2145.8047954795757,22.927526071840617,SIGNAL_EXIT,16
2022-02-07 08:00:00,2022-02-08 08:00:00,XRPUSDT,0.7549,0.86699755,43405.72806257244,3.0,44.54797324148893,4835.569643871643,30.10612790897324,STOP_LOSS,7
2022-02-08 12:00:00,2022-02-08 16:00:00,XRPUSDT,0.8591,0.8067166785714286,54862.64563054791,3.0,-18.292394865058103,-2909.294489495372,35.40688900857353,STOP_LOSS,2
2022-02-08 20:00:00,2022-02-09 04:00:00,XRPUSDT,0.8142,0.8479,47038.17207347764,3.0,12.417096536477507,1553.2794659953129,31.906932880881353,STOP_LOSS,3
2022-02-09 08:00:00,2022-02-09 20:00:00,XRPUSDT,0.8604,0.8608276188,49794.800953428,3.0,0.14909999999999082,-12.998598916745092,34.29179194668752,STOP_LOSS,4
2022-02-10 00:00:00,2022-02-10 16:00:00,XRPUSDT,0.8694,0.864,49067.98804297798,3.0,-1.863354037267067,-298.8829287673855,33.91579333530638,SIGNAL_EXIT,4
2022-02-10 16:00:00,2022-02-11 16:00:00,AVAXUSDT,91.79,86.59847857142859,453.42676842190076,3.0,-16.96760462546493,-2385.3876391813055,31.412854631116872,STOP_LOSS,7
2022-02-11 20:00:00,2022-02-12 08:00:00,AVAXUSDT,84.79,81.22,404.65500370844256,3.0,-12.631206510201698,-1470.9112267601029,26.292863520959767,SIGNAL_EXIT,3
2022-02-12 08:00:00,2022-02-12 20:00:00,XRPUSDT,0.7634,0.808375615,39039.73525518125,3.0,17.67446227403721,1730.5890865418842,25.24701599707546,STOP_LOSS,4
2022-02-13 00:00:00,2022-02-15 08:00:00,XRPUSDT,0.8222,0.8257,42433.51378095709,3.0,1.277061542203824,120.48741637019857,28.02988186314901,SIGNAL_EXIT,14
2022-02-15 08:00:00,2022-02-15 12:00:00,BNBUSDT,427.7,428.4,81.95156612126665,3.0,0.4909983633387809,29.279655543805212,28.08644074108051,SIGNAL_EXIT,1
2022-02-15 12:00:00,2022-02-15 16:00:00,AVAXUSDT,88.07,88.72,397.8358689530379,3.0,2.2141478369479017,230.3565161846661,28.236798634810818,SIGNAL_EXIT,1
2022-02-15 16:00:00,2022-02-15 20:00:00,BNBUSDT,432.2,429.4,82.47068926344363,3.0,-1.9435446552522058,-259.2482611134212,28.330331175778156,SIGNAL_EXIT,1
2022-02-15 20:00:00,2022-02-17 12:00:00,AVAXUSDT,90.04,90.08474988000002,386.09602676882207,3.0,0.14910000000003962,-10.547340334518733,27.825091200904904,STOP_LOSS,11
2022-02-17 16:00:00,2022-02-17 20:00:00,AVAXUSDT,91.08,88.29,379.4586531448767,3.0,-9.189723320158077,-1085.4915658631319,26.80192358892893,SIGNAL_EXIT,1
2022-02-28 16:00:00,2022-03-02 12:00:00,BTCUSDT,40824.96,44103.29,0.7644373293713786,3.0,24.090629849974146,2479.1064690188,26.971360979273147,SIGNAL_EXIT,11
2022-03-02 12:00:00,2022-03-02 16:00:00,SOLUSDT,104.57,101.61,368.3483480700213,3.0,-8.491919288514852,-1120.2534108051768,29.942300517915896,SIGNAL_EXIT,1
2022-03-02 16:00:00,2022-03-03 08:00:00,BTCUSDT,44126.51,43477.04,0.7947075688794352,3.0,-4.415508953687938,-543.7799509685069,27.641226208379166,SIGNAL_EXIT,4
2022-03-03 08:00:00,2022-03-04 00:00:00,NEARUSDT,11.387,10.65786108221343,2926.155758634414,3.0,-19.209772138049647,-2158.5232923899944,24.949249264355547,STOP_LOSS,5
