entry_time,exit_time,symbol,entry_price,exit_price,units,leverage,gross_ret_pct,net_pnl_usdt,fees_paid_usdt,exit_reason,bars_held
2022-01-01 20:00:00,2022-01-02 04:00:00,BTCUSDT,47329.79,46759.671342478956,0.6333431861835854,3.0,-3.613698629474449,-384.7727024434413,23.69193538635433,STOP_LOSS,3
2022-01-13 00:00:00,2022-01-13 00:00:00,BTCUSDT,43902.65,43395.81566594547,0.6545438713871268,3.0,-3.463351306045529,-354.468879314362,22.72357215039206,STOP_LOSS,1
2022-01-20 16:00:00,2022-01-20 16:00:00,BTCUSDT,43308.7,42794.556507256486,0.6373935878318431,3.0,-3.561479513886433,-349.533346229648,21.82158072946621,STOP_LOSS,1
2022-02-04 16:00:00,2022-02-08 12:00:00,BTCUSDT,39490.88,43152.5739,0.6708048862990482,3.0,27.816755919341418,2433.1245943086215,23.157565942800623,STOP_LOSS,24
2022-02-08 16:00:00,2022-02-10 20:00:00,BTCUSDT,43429.32,43450.90437204,0.7736840588288462,3.0,0.14910000000000515,-10.194333076295536,26.893817643475174,STOP_LOSS,14
2022-02-11 00:00:00,2022-02-12 04:00:00,BTCUSDT,43495.44,41759.928506250006,0.7681710640650395,3.0,-11.970299602096196,-1358.832725823782,25.66301497274084,STOP_LOSS,8
2022-02-12 08:00:00,2022-02-15 08:00:00,BTCUSDT,42103.94,43691.57,0.6944546113667337,3.0,11.312219236489488,1078.2635248326837,24.273449811481953,SIGNAL_EXIT,18
2022-02-15 08:00:00,2022-02-17 12:00:00,BNBUSDT,427.7,415.5578696428572,75.49590786862764,3.0,-8.51680876114761,-941.7794896842302,25.09833491251226,STOP_LOSS,14
2022-02-17 16:00:00,2022-02-17 16:00:00,ETHUSDT,2989.26,2931.261846084281,9.795012572578237,3.0,-5.820653330495102,-591.0620440995297,22.96939730873154,STOP_LOSS,1
2022-02-28 16:00:00,2022-03-02 12:00:00,BTCUSDT,40824.96,44103.29,0.6720839428877329,3.0,24.090629849974146,2179.6000620571253,23.7128904300169,SIGNAL_EXIT,11
2022-03-02 12:00:00,2022-03-02 16:00:00,SOLUSDT,104.57,101.61,323.84735885498975,3.0,-8.491919288514852,-984.9130863173721,26.324904106604407,SIGNAL_EXIT,1
2022-03-02 16:00:00,2022-03-03 08:00:00,BTCUSDT,44126.51,43477.04,0.6986971669403315,3.0,-4.415508953687938,-478.08467675269907,24.301827739961176,SIGNAL_EXIT,4
2022-03-03 08:00:00,2022-03-04 00:00:00,NEARUSDT,11.387,10.65786108221343,2572.640325380079,3.0,-19.209772138049647,-1897.7472572636439,21.93507456192099,STOP_LOSS,5
2022-03-04 08:00:00,2022-03-04 12:00:00,NEARUSDT,11.131,11.136532107,2111.929343026576,3.0,0.14910000000001367,-7.132236047000914,18.81565514906471,STOP_LOSS,2
2022-03-04 16:00:00,2022-03-04 16:00:00,NEARUSDT,11.136,10.689158245033594,2102.9350377836977,3.0,-12.03776279543117,-957.6620671819272,17.982884318316515,STOP_LOSS,1
2022-03-09 04:00:00,2022-03-09 08:00:00,BNBUSDT,398.8,396.1,51.38263010326201,3.0,-2.0310932798395096,-155.01522910592848,16.282127827121666,SIGNAL_EXIT,1
2022-03-09 08:00:00,2022-03-10 04:00:00,NEARUSDT,11.207,11.212569879,1782.5947971346945,3.0,0.14909999999998366,-6.061137656982968,15.989974983051674,STOP_LOSS,6
2022-03-16 12:00:00,2022-03-16 16:00:00,BTCUSDT,40521.6,39660.624950647805,0.4906640886928717,3.0,-6.374193388357272,-438.01757349641366,15.568035518719501,STOP_LOSS,2
2022-03-16 20:00:00,2022-03-16 20:00:00,NEARUSDT,10.614,10.469331275246399,1745.0324545521873,3.0,-4.088997307902834,-267.0670781359239,14.615458282210565,STOP_LOSS,1
2022-03-17 00:00:00,2022-03-17 20:00:00,NEARUSDT,10.808,10.877,1635.5257161789773,3.0,1.9152479644707856,98.61958384444782,14.23169057190299,SIGNAL_EXIT,5
2022-03-17 20:00:00,2022-03-20 16:00:00,ETHUSDT,2828.78,2830.1859036600003,6.329303856169906,3.0,0.1491000000000158,-5.432093786328034,14.330485242970362,STOP_LOSS,18
2022-03-20 20:00:00,2022-03-23 16:00:00,ETHUSDT,2875.7,3031.59,6.183612501385024,3.0,16.26282296484338,948.9664105824544,14.996942258459063,SIGNAL_EXIT,17
