symbol,entry_time,exit_time,entry_price,exit_price,units,leverage,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,slippage_cost_usdt,funding_cost_usdt,borrow_cost_usdt,net_pnl_usdt,gross_ret_pct,exit_reason,bars_held
SOLUSDT,2024-05-16 20:00:00,2024-05-19 12:00:00,159.169545,167.00611450000002,913.7180342503784,1.0,7160.414878806493,116.44202063244768,122.07719891898691,229.23860588190615,0.0,0.0,6921.8956592550585,4.923410128489105,STOP_LOSS,17
SOLUSDT,2024-05-19 16:00:00,2024-05-20 20:00:00,168.36414,187.156375,904.8984059946187,1.0,17005.063496576287,121.97953715985173,135.48600432738488,84.72111326124885,0.0,0.0,16747.59795508905,11.16166126587289,SIGNAL_EXIT,7
ETHUSDT,2024-05-20 20:00:00,2024-05-23 12:00:00,3440.57943,3723.384533,49.14481564210823,1.0,13898.404649582435,135.377615523923,146.38803715116978,274.889904515201,0.0,0.0,13616.638996907343,8.219694058916122,STOP_LOSS,17
ETHUSDT,2024-05-23 16:00:00,2024-05-23 20:00:00,3814.8664799999997,3648.5415176014285,47.889588910354114,1.0,-7965.23407479768,146.27092672144886,139.78172272023357,262.48445678560927,0.0,0.0,-8251.286724239362,-4.3599156948363555,STOP_LOSS,2
ETHUSDT,2024-05-24 00:00:00,2024-05-28 16:00:00,3785.4918,3787.3731894246002,46.0832333014774,1.0,86.70050778479516,139.66989734205734,139.62752183041155,262.1948957756683,0.0,0.0,-192.59691138767374,0.04970000000001206,STOP_LOSS,29
ETHUSDT,2024-05-28 20:00:00,2024-05-30 04:00:00,3842.7204,3721.935538328572,45.34684827612517,1.0,-5477.212796267021,139.5158198129472,135.02243692008324,253.54739031060447,0.0,0.0,-5751.751053000052,-3.1432123365371103,STOP_LOSS,9
ETHUSDT,2024-05-30 08:00:00,2024-06-03 04:00:00,3722.18016,3797.6102450000003,45.27134691250768,1.0,3414.821545674961,134.91441897054713,137.53834467191066,86.00446765376712,0.0,0.0,3142.368782032503,2.026502795608916,SIGNAL_EXIT,23
BNBUSDT,2024-06-03 04:00:00,2024-06-07 16:00:00,608.40405,684.681435,282.12824056845153,1.0,21520.00442521239,137.42831399617313,154.5343748851461,290.1872337602774,0.0,0.0,21228.041736331073,12.537290802058267,STOP_LOSS,28
BNBUSDT,2024-06-07 20:00:00,2024-06-10 04:00:00,681.6406499999999,659.2538550964285,282.93357135341364,1.0,-6333.975833223855,154.41074738523798,149.22003812075073,280.20788330134303,0.0,0.0,-6637.606618729844,-3.284251739325024,STOP_LOSS,15
BNBUSDT,2024-06-10 08:00:00,2024-06-10 12:00:00,641.3204999999999,639.6800000000001,290.3801249932404,1.0,-476.36859505137045,149.1006620902541,148.60028668454083,92.92163999781843,0.0,0.0,-774.0695438261654,-0.25580033696098303,SIGNAL_EXIT,1
