event_idx,timestamp,symbol,close,U,L,atr14,ma_order_type,ma_cross_count_12,congestion_ratio,congestion_ratio_delta_3,price_location,dist_to_u,dist_to_l,dist_to_ma200,ma20_slope_3,ma20_slope_6,ma20_slope_12,ma50_slope_3,ma50_slope_6,ma50_slope_12,ma100_slope_3,ma100_slope_6,ma100_slope_12,ma200_slope_12,atr_ratio,vol_ratio_20,taker_buy_ratio,candle_body_ratio,upper_shadow_ratio,lower_shadow_ratio,long_net_r,long_exit_reason,long_bars_held,short_net_r,short_exit_reason,short_bars_held,action_label
12056,2024-02-11 20:40:00+00:00,BTCUSDT,48144.34,48248.98048065072,48212.32404031517,78.56870380643863,0,0,0.4666,-0.4928,-1,-1.3318,-0.8653,0.139,-0.0897,-0.0303,-0.0183,-0.0241,0.0004,0.0077,-0.0053,0.007,0.0107,0.0158,0.001632,1.3485,0.4839,0.0882,0.4251,0.4867,-1.12,SL,1,-0.298,TIME_12B,12,0
12094,2024-02-11 23:50:00+00:00,BTCUSDT,48253.21,48165.56847122953,48148.442410412914,55.34357974946997,5,0,0.3094,-0.2904,1,1.5836,1.893,2.2351,0.0909,0.0804,0.0047,0.0273,0.0203,-0.0122,0.0086,0.0048,-0.0113,0.0013,0.001147,1.5307,0.7833,0.7577,0.2422,0.0001,1.379,TP,8,-1.02,SL,1,1
12101,2024-02-12 00:25:00+00:00,ETHUSDT,2521.79,2508.0527134239105,2506.1619935176664,3.971900842992151,1,2,0.476,-0.337,1,3.4586,3.9346,3.0395,0.2604,0.1871,0.1089,0.113,0.0776,0.0388,0.0474,0.0284,0.0073,-0.003,0.001575,3.8682,0.7086,0.6449,0.3551,0.0,-0.982,TIME_12B,12,-1.02,SL,1,0
12103,2024-02-12 00:35:00+00:00,BNBUSDT,321.6,321.1987879215088,320.96603704340254,0.49693862753160734,4,1,0.4684,-0.5969,1,0.8074,1.2757,-0.0676,0.1762,0.1237,0.0495,0.0655,0.0387,0.0038,0.0221,0.0077,-0.0105,-0.0146,0.001545,2.2589,0.2919,0.5714,0.1429,0.2857,-1.513,SL,5,-1.02,SL,1,0
12115,2024-02-12 01:35:00+00:00,SOLUSDT,107.83,108.25951870389765,108.09555381362084,0.3294864852036619,1,1,0.4976,-0.2623,-1,-1.3036,-0.806,-1.8676,-0.0713,-0.0098,0.0509,-0.0036,0.0223,0.047,-0.0072,0.0052,0.0157,-0.0007,0.003056,1.1883,0.2851,0.6279,0.1628,0.2093,-1.12,SL,1,1.5,TP,12,2
12127,2024-02-12 02:35:00+00:00,ETHUSDT,2504.99,2511.047439510026,2509.450491285128,3.2076696122385435,0,0,0.4979,-0.3775,-1,-1.8884,-1.3906,-1.6679,-0.1004,-0.0587,-0.0101,-0.0205,-0.0007,0.0203,-0.0066,0.0034,0.0131,0.0034,0.001281,2.8642,0.311,0.6309,0.0,0.3691,-1.12,SL,1,-0.34,TIME_12B,12,0
12130,2024-02-12 02:50:00+00:00,BTCUSDT,48095.94,48325.32790331885,48284.7340850754,86.28308141304092,2,1,0.4705,-0.5931,-1,-2.6586,-2.1881,-1.3591,-0.2881,-0.2201,-0.118,-0.1112,-0.0746,-0.0222,-0.0442,-0.0243,0.0034,0.011,0.001794,1.4123,0.5156,0.271,0.729,0.0,-1.12,SL,1,-0.75,TIME_12B,12,0
12184,2024-02-12 07:20:00+00:00,BTCUSDT,48280.68,48179.40734384111,48140.6120055675,88.35275427620972,5,0,0.4391,-0.2768,1,1.1462,1.5853,1.1805,0.1165,0.1027,0.017,0.0371,0.0271,-0.0089,0.011,0.0054,-0.0126,-0.0058,0.00183,1.6702,0.6076,0.672,0.328,0.0,-1.136,TIME_12B,12,-1.02,SL,1,0
12462,2024-02-13 06:30:00+00:00,BNBUSDT,327.2,327.04326826786,326.88587266930136,0.33915478511083264,3,0,0.4641,-0.2846,1,0.4621,0.9262,4.3726,0.1092,0.0423,-0.0108,0.0198,-0.0103,-0.0336,0.0158,0.0011,-0.009,0.0339,0.001037,1.0545,0.5952,0.3333,0.0,0.6667,-1.414,SL,4,-1.02,SL,1,0
12491,2024-02-13 08:55:00+00:00,BNBUSDT,326.9,326.8155059109151,326.66369055628985,0.36822285564661267,5,0,0.4123,-0.1711,1,0.2295,0.6418,2.5669,0.0443,0.0616,-0.0065,0.0035,0.0074,-0.0242,-0.0008,0.001,-0.0146,0.0177,0.001126,2.0257,0.6809,0.5,0.3333,0.1667,-1.309,SL,2,-1.02,SL,1,0
12514,2024-02-13 10:50:00+00:00,BTCUSDT,49899.74,50044.20914221719,50003.55002834861,82.4010650480296,2,1,0.4934,-0.621,-1,-1.7532,-1.2598,1.027,-0.1777,-0.1049,-0.0304,-0.0645,-0.0308,0.0033,-0.021,-0.0033,0.0143,0.0314,0.001651,0.7242,0.5582,0.2743,0.5046,0.2211,-1.12,SL,1,-1.05,TIME_12B,12,0
12522,2024-02-13 11:30:00+00:00,SOLUSDT,113.63,113.95898905093847,113.7438715749677,0.4378121723333884,2,1,0.4913,-0.0697,-1,-0.7514,-0.2601,2.1619,-0.0611,-0.1019,-0.1,-0.0403,-0.0537,-0.0454,-0.0094,-0.0149,-0.0084,0.0219,0.003853,0.9933,0.5265,0.5417,0.2917,0.1667,-1.12,SL,1,-1.773,SL,4,0
12532,2024-02-13 12:20:00+00:00,BTCUSDT,49873.5,49971.42337812069,49933.31327815763,78.27920975042976,5,1,0.4868,0.0522,-1,-1.251,-0.7641,0.5775,-0.0376,-0.0084,-0.0101,-0.0332,-0.0225,-0.0277,-0.0161,-0.0104,-0.0125,0.0135,0.00157,0.5226,0.5349,0.3512,0.4117,0.2371,-1.12,SL,1,-0.606,TIME_12B,12,0
12542,2024-02-13 13:10:00+00:00,SOLUSDT,113.53,113.83318992385234,113.71349350523816,0.3218937298499147,3,1,0.3719,-0.0799,-1,-0.9419,-0.57,2.0325,0.0031,-0.0329,-0.0377,-0.014,-0.0286,-0.0288,-0.0009,-0.0076,-0.0062,0.0257,0.002835,1.238,0.4487,0.9231,0.0513,0.0256,-1.12,SL,1,1.481,TP,4,2
12547,2024-02-13 13:35:00+00:00,ETHUSDT,2639.65,2669.807669110233,2664.3020466871963,11.989081780511086,2,1,0.4592,-1.8024,-1,-2.5154,-2.0562,-0.6045,-0.1635,-0.0925,-0.0508,-0.059,-0.0272,-0.0072,-0.0188,-0.0023,0.0083,0.0196,0.004542,6.4089,0.4651,0.3069,0.055,0.6381,-1.12,SL,1,-0.142,TIME_12B,12,0
12651,2024-02-13 22:15:00+00:00,ETHUSDT,2622.49,2632.2020944224546,2629.5236175886257,5.6958135581140885,4,2,0.4703,-0.1287,-1,-1.7051,-1.2349,-2.0548,-0.111,-0.0598,0.0302,-0.0267,-0.0029,0.0334,-0.0224,-0.0108,0.0056,-0.0008,0.002172,2.364,0.326,0.2583,0.0876,0.6541,-1.12,SL,1,-1.85,SL,6,0
12664,2024-02-13 23:20:00+00:00,ETHUSDT,2635.8,2632.021614421523,2630.3470225259057,4.347385808470133,4,0,0.3852,-0.055,1,0.8691,1.2543,0.4495,0.0591,0.0222,0.022,0.0344,0.0205,0.0194,0.0086,0.0013,-0.0006,-0.0049,0.001649,0.6401,0.5541,0.6401,0.0,0.3599,-1.598,SL,12,-1.02,SL,1,0
12675,2024-02-14 00:15:00+00:00,SOLUSDT,111.62,112.14107800738668,111.98796620316122,0.3287463402075226,0,0,0.4657,-0.3971,-1,-1.585,-1.1193,-1.023,-0.1328,-0.0399,-0.0219,-0.0455,-0.0059,0.0014,-0.0134,0.0069,0.0106,0.0061,0.002945,2.1348,0.2311,0.5,0.1389,0.3611,-1.12,SL,1,-0.554,TIME_12B,12,0
12679,2024-02-14 00:35:00+00:00,ETHUSDT,2626.32,2633.227262437515,2632.1450551440366,4.381466692437229,1,0,0.247,-0.2524,-1,-1.5765,-1.3295,-1.7432,-0.067,-0.0606,0.0115,-0.0125,-0.007,0.0238,-0.0084,-0.0056,0.0089,0.0014,0.001668,1.9333,0.3282,0.8741,0.0012,0.1247,-1.12,SL,1,-1.615,SL,6,0
12708,2024-02-14 03:00:00+00:00,ETHUSDT,2638.59,2630.5767598043817,2629.331733334561,3.45211389907511,5,0,0.3607,-0.5598,1,2.3213,2.6819,1.7885,0.1964,0.1576,0.0515,0.0695,0.0474,-0.0012,0.0263,0.0143,-0.0105,-0.0111,0.001308,1.8592,0.7276,0.9093,0.0019,0.0889,-0.731,TIME_12B,12,-1.02,SL,1,0
12714,2024-02-14 03:30:00+00:00,SOLUSDT,111.89,111.6526103015402,111.52957167709498,0.26568985496364383,5,0,0.4631,-0.2405,1,0.8935,1.3566,0.4849,0.1382,0.1327,0.0784,0.046,0.0374,0.0076,0.0148,0.0096,-0.0061,-0.0075,0.002375,0.7547,0.8495,0.65,0.35,0.0,-1.858,SL,11,-1.02,SL,1,0
12727,2024-02-14 04:35:00+00:00,ETHUSDT,2623.11,2633.071629390982,2632.182339199956,3.7945076320262925,0,0,0.2344,-0.9807,-1,-2.6253,-2.3909,-2.6104,-0.2611,-0.1204,-0.027,-0.0876,-0.0249,0.0148,-0.0408,-0.0089,0.0102,0.0029,0.001447,2.732,0.4006,0.1895,0.4234,0.3871,-1.12,SL,1,-1.839,SL,9,0
12728,2024-02-14 04:40:00+00:00,BTCUSDT,49359.19,49477.71385615467,49447.59846641636,64.11432459076651,2,1,0.4697,-0.5071,-1,-1.8486,-1.3789,-1.2471,-0.2341,-0.1556,-0.0747,-0.0948,-0.0559,-0.0192,-0.0364,-0.0155,0.0038,0.0036,0.001299,1.2336,0.5092,0.6664,0.0231,0.3105,-1.12,SL,1,-1.553,SL,8,0
12909,2024-02-14 19:45:00+00:00,SOLUSDT,116.35,116.03915515912871,115.85173208821588,0.3904599116906906,3,0,0.48,-0.3421,1,0.7961,1.2761,3.1291,0.1069,0.0512,0.0013,0.0177,-0.0081,-0.0305,0.0146,0.002,-0.0076,0.0179,0.003356,0.8388,0.6169,0.2581,0.6774,0.0645,-0.402,TIME_12B,12,-1.02,SL,1,0
12991,2024-02-15 02:35:00+00:00,SOLUSDT,116.96,116.90565602900512,116.71708093513853,0.4127781024878835,2,1,0.4568,-0.0725,1,0.1317,0.5885,2.0813,-0.0492,-0.0201,-0.0628,-0.0247,-0.012,-0.0268,-0.0027,0.0043,-0.002,0.0148,0.003529,0.543,0.4154,0.7391,0.2174,0.0435,-1.675,SL,2,-1.069,SL,7,0
13012,2024-02-15 04:20:00+00:00,SOLUSDT,116.77,116.93536207389205,116.80069484084079,0.2731856067778451,2,2,0.493,-0.3018,-1,-0.6053,-0.1124,1.8527,-0.1302,-0.0845,0.0147,-0.0498,-0.027,0.0121,-0.0141,-0.0017,0.018,0.0297,0.00234,1.1382,0.5957,0.9167,0.0833,0.0,-1.178,SL,1,1.481,TP,12,2
13067,2024-02-15 08:55:00+00:00,ETHUSDT,2781.13,2779.86165444524,2777.6988497604284,4.664224399488867,5,1,0.4637,-0.1655,1,0.2719,0.7356,2.6449,0.046,0.0469,0.0045,-0.0013,-0.0037,-0.0265,-0.002,-0.0032,-0.0142,0.0183,0.001677,0.5458,0.5664,0.1255,0.7176,0.1569,-0.093,TIME_12B,12,-1.02,SL,1,0
13071,2024-02-15 09:15:00+00:00,BTCUSDT,52173.19,51965.10990402534,51932.27764934957,108.54800828568023,5,1,0.3025,-0.5134,1,1.9169,2.2194,3.5332,0.1125,0.0729,0.0407,0.0277,0.0087,-0.0087,0.0124,0.0029,-0.0054,0.0144,0.002081,2.9263,0.6258,0.6841,0.3159,0.0,-0.263,TIME_12B,12,-1.02,SL,1,0
13103,2024-02-15 11:55:00+00:00,SOLUSDT,116.07,116.3177286612792,116.14594643823902,0.3570447870285562,0,0,0.4811,-0.3536,-1,-0.6938,-0.2127,-0.0099,-0.1168,-0.0826,-0.0281,-0.0268,-0.0075,0.0193,-0.0109,-0.0009,0.0119,0.008,0.003076,0.956,0.6713,0.6765,0.1765,0.1471,-1.12,SL,1,-1.589,SL,1,0
13134,2024-02-15 14:30:00+00:00,SOLUSDT,116.91,116.04957667400683,116.01109256052067,0.4404752433913875,5,0,0.0874,-0.3874,1,1.9534,2.0408,1.9827,0.1204,0.0532,0.0233,0.042,0.0135,-0.0003,0.0185,0.004,-0.0028,-0.0012,0.003768,2.3141,0.6013,0.8701,0.0519,0.0779,-1.569,SL,7,-1.02,SL,1,0
13146,2024-02-15 15:30:00+00:00,BTCUSDT,51900.06,52340.81571223311,52233.691998706425,221.02205722867598,0,0,0.4847,-0.4365,-1,-1.9942,-1.5095,-0.7204,-0.1135,-0.0671,0.0173,-0.0337,-0.0121,0.0219,-0.0091,0.0021,0.0188,0.0175,0.004259,2.7515,0.4235,0.5988,0.0682,0.3331,-1.12,SL,1,-0.906,TIME_12B,12,0
13166,2024-02-15 17:10:00+00:00,BTCUSDT,52241.1,52212.54309689221,52195.19659050646,121.61946417067098,2,1,0.1426,-0.039,1,0.2348,0.3774,1.4219,0.0546,0.0722,0.0758,0.0161,0.0201,0.0118,0.0108,0.0126,0.0078,0.0146,0.002328,0.3553,0.5577,0.1338,0.3328,0.5334,-1.388,SL,2,-1.02,SL,1,0
13222,2024-02-15 21:50:00+00:00,ETHUSDT,2808.92,2825.2811960775703,2821.250038896158,8.066468976533713,2,1,0.4997,-0.4831,-1,-2.0283,-1.5286,-0.028,-0.1768,-0.1232,-0.0342,-0.0667,-0.0402,-0.0016,-0.0219,-0.0077,0.0122,0.022,0.002872,1.2381,0.3857,0.6847,0.301,0.0144,-1.12,SL,1,-0.367,TIME_12B,12,0
13239,2024-02-15 23:15:00+00:00,ETHUSDT,2822.51,2818.8787690494814,2815.89472849167,6.576126843636421,3,0,0.4538,-0.1229,1,0.5522,1.006,1.9778,0.0994,0.0369,-0.0059,0.0165,-0.0119,-0.03,0.0091,-0.0049,-0.0126,0.0084,0.00233,0.4326,0.5772,0.1128,0.0199,0.8673,0.13,TIME_12B,12,-1.02,SL,1,0
13242,2024-02-15 23:30:00+00:00,BNBUSDT,354.1,353.01430865751325,352.71789270607445,0.6430087571334888,3,2,0.461,-0.3922,1,1.6885,2.1494,5.5185,0.2449,0.2054,0.0493,0.0696,0.0428,-0.0278,0.0342,0.02,-0.0142,0.0332,0.001816,0.2769,0.3322,0.0,0.0,1.0,-1.002,TIME_12B,12,-1.02,SL,1,0
13303,2024-02-16 04:35:00+00:00,SOLUSDT,113.28,113.63781888971168,113.52593372351106,0.22476424810396098,1,0,0.4978,-0.2688,-1,-1.592,-1.0942,-3.0384,-0.1319,-0.0776,-0.0139,-0.0258,0.0003,0.0295,-0.0137,-0.0007,0.0126,-0.0138,0.001984,0.9427,0.4264,0.5455,0.1818,0.2727,-1.12,SL,1,-0.638,TIME_12B,12,0
13336,2024-02-16 07:20:00+00:00,ETHUSDT,2825.9,2839.402985077554,2836.874130140786,5.4978631317608055,3,2,0.46,-0.1157,-1,-2.456,-1.9961,-0.4789,-0.1696,-0.186,-0.086,-0.0803,-0.0807,-0.0317,-0.0305,-0.0292,-0.0026,0.0161,0.001946,1.6464,0.3832,0.3736,0.0779,0.5485,-1.12,SL,1,0.074,TIME_12B,12,0
13376,2024-02-16 10:40:00+00:00,BTCUSDT,52066.94,51944.21587197462,51912.81727806591,74.07201510278409,4,1,0.4239,-0.3805,1,1.6568,2.0807,1.4167,0.187,0.1466,0.0857,0.0685,0.0468,0.0149,0.0244,0.0126,-0.0043,-0.0049,0.001423,0.669,0.6277,0.6176,0.3824,0.0,0.3,TIME_12B,12,-1.02,SL,1,1
13392,2024-02-16 12:00:00+00:00,ETHUSDT,2819.6,2825.258277379099,2822.5240625674232,5.5060253456429,4,1,0.4966,-0.0115,-1,-1.0277,-0.5311,-0.8802,-0.0332,0.0252,0.0539,-0.008,0.015,0.0212,-0.0141,-0.0031,-0.0016,0.0009,0.001953,0.9861,0.578,0.6211,0.2562,0.1227,-1.12,SL,1,-1.5,SL,2,0
13412,2024-02-16 13:40:00+00:00,SOLUSDT,112.19,112.44802511370479,112.28826953872222,0.37460916238831093,1,0,0.4265,-0.6157,-1,-0.6888,-0.2623,-1.5953,-0.1218,-0.0419,0.0325,-0.0267,0.0087,0.0393,-0.0162,0.0013,0.0151,-0.0051,0.003339,0.734,0.5607,0.4889,0.3778,0.1333,-1.12,SL,1,1.481,TP,7,2
13418,2024-02-16 14:10:00+00:00,ETHUSDT,2819.33,2833.1259322563487,2829.295804919199,9.341974184141165,0,0,0.41,-0.4784,-1,-1.4768,-1.0668,-0.8129,-0.121,-0.0531,-0.0075,-0.0321,-0.0023,0.0187,-0.0126,0.0024,0.0124,0.0088,0.003314,1.3889,0.4734,0.6938,0.133,0.1732,-1.12,SL,1,1.572,TP,8,2
13425,2024-02-16 14:45:00+00:00,BTCUSDT,52001.03,52216.76871080677,52135.70711368002,176.81524185205296,0,0,0.4585,-0.1641,-1,-1.2201,-0.7617,-0.417,-0.0251,-0.0374,-0.0252,-0.003,-0.0071,0.0023,0.006,0.0041,0.0095,0.0082,0.0034,2.466,0.3841,0.767,0.0078,0.2252,-1.12,SL,1,0.31,TIME_12B,12,2
13431,2024-02-16 15:15:00+00:00,BNBUSDT,358.5,359.80446995157183,358.7838279537221,2.0597249178675368,0,0,0.4955,-0.2786,-1,-0.6333,-0.1378,0.5273,-0.0856,-0.1057,-0.0752,-0.0263,-0.0301,-0.0084,-0.0049,-0.0061,0.0058,0.01,0.005745,1.0473,0.5165,0.6923,0.2308,0.0769,-1.135,SL,1,-1.827,SL,10,0
13445,2024-02-16 16:25:00+00:00,BTCUSDT,52117.27,52060.03030593166,52004.717107529475,126.55013342618271,5,1,0.4371,-0.3962,1,0.4523,0.8894,0.5883,0.1689,0.1441,0.0147,0.0484,0.0306,-0.0272,0.0213,0.0116,-0.0167,-0.0069,0.002428,0.5175,0.4743,0.8875,0.0626,0.05,-1.648,SL,4,-1.02,SL,1,0
13456,2024-02-16 17:20:00+00:00,BNBUSDT,357.3,359.2555489062347,358.91216073046445,1.240822660305436,3,2,0.2767,-0.0786,-1,-1.576,-1.2993,-0.3995,-0.1386,-0.1272,-0.0669,-0.0623,-0.0529,-0.0221,-0.0246,-0.0188,-0.002,0.009,0.003473,0.546,0.4739,0.6667,0.1111,0.2222,-1.12,SL,1,1.611,TP,11,2
13554,2024-02-17 01:30:00+00:00,BTCUSDT,51949.52,52010.157448177335,51991.810279997066,44.604808501234615,0,0,0.4113,-0.5179,-1,-1.3594,-0.9481,-1.001,-0.1987,-0.1851,-0.1192,-0.0685,-0.0545,-0.0139,-0.027,-0.0188,0.0027,0.0012,0.000859,0.9167,0.3831,0.3961,0.6037,0.0002,-1.12,SL,1,-0.514,TIME_12B,12,0
13555,2024-02-17 01:35:00+00:00,ETHUSDT,2786.05,2794.1781323476907,2792.2280285155557,4.218545110460308,0,0,0.4623,-0.5326,-1,-1.9268,-1.4645,-2.7788,-0.1399,-0.1218,-0.0667,-0.0362,-0.023,0.0085,-0.0145,-0.0075,0.0083,-0.0097,0.001514,1.8634,0.3536,0.6407,0.0039,0.3554,-1.12,SL,1,-0.724,TIME_12B,12,0
13559,2024-02-17 01:55:00+00:00,SOLUSDT,109.8,110.0911784022293,109.95145467633029,0.2969159150411441,0,0,0.4706,-0.5114,-1,-0.9807,-0.5101,-2.0927,-0.1707,-0.1522,-0.0912,-0.0513,-0.0359,0.0009,-0.021,-0.0125,0.0064,-0.0134,0.002704,0.5219,0.4262,0.8333,0.0,0.1667,-1.12,SL,1,-0.529,TIME_12B,12,0
13567,2024-02-17 02:35:00+00:00,BNBUSDT,358.7,359.54833370511716,359.15268939774313,0.7922583065830742,2,1,0.4994,-0.0656,-1,-1.0708,-0.5714,0.2947,-0.1466,-0.1367,-0.1615,-0.0701,-0.0608,-0.0597,-0.0238,-0.0177,-0.0147,0.0024,0.002209,0.8223,0.661,0.8,0.1,0.1,-1.12,SL,1,-1.583,SL,2,0
13586,2024-02-17 04:10:00+00:00,ETHUSDT,2789.7,2790.9233943792356,2790.426081206207,2.721475655440768,5,0,0.1827,-0.0575,-1,-0.4495,-0.2668,-2.1339,0.0162,0.0668,0.0346,0.0047,0.0216,0.0046,-0.0002,0.0077,-0.0012,-0.0185,0.000976,1.3197,0.4453,0.0919,0.7743,0.1339,-1.12,SL,1,-1.148,SL,2,0
13590,2024-02-17 04:30:00+00:00,BTCUSDT,51999.85,51968.542092944816,51958.45474484491,25.77986948268974,5,0,0.3913,-0.3734,1,1.2144,1.6057,0.7931,0.1578,0.0833,0.0631,0.051,0.0165,0.0025,0.0198,0.002,-0.0052,-0.0071,0.000496,1.3605,0.3309,0.992,0.0075,0.0005,-1.299,SL,8,-1.02,SL,1,0
13597,2024-02-17 05:05:00+00:00,BNBUSDT,359.0,360.00982785202024,359.6848158216681,0.670599228396969,2,1,0.4847,-0.1144,-1,-1.5059,-1.0212,0.0503,-0.1015,-0.0866,-0.0822,-0.0457,-0.0375,-0.0289,-0.012,-0.0071,-0.0011,0.0111,0.001868,0.971,0.5045,0.0,0.8,0.2,-1.12,SL,1,0.049,TIME_12B,12,0
13621,2024-02-17 07:05:00+00:00,SOLUSDT,109.8,109.64562415891467,109.55345943155004,0.18932351458439436,5,0,0.4868,-0.1697,1,0.8154,1.3022,-1.1056,0.09,0.0564,0.0789,0.0313,0.0149,0.0182,0.0053,-0.0035,-0.0029,-0.0218,0.001724,0.5567,0.8776,1.0,0.0,0.0,-1.637,SL,3,-1.02,SL,1,0
13622,2024-02-17 07:10:00+00:00,ETHUSDT,2792.01,2789.3324156867748,2788.229090230736,2.395684886990123,5,0,0.4605,-0.3438,1,1.1177,1.5782,-0.4954,0.1337,0.1003,0.0583,0.0438,0.0266,0.0038,0.0136,0.0045,-0.0075,-0.0209,0.000858,0.8575,0.6656,0.5397,0.2646,0.1958,-0.668,TIME_12B,12,-1.02,SL,1,0
13629,2024-02-17 07:45:00+00:00,BNBUSDT,360.0,358.967555851705,358.77458897236534,0.5510507479321579,5,0,0.3502,-0.4784,1,1.8736,2.2238,2.3095,0.2009,0.174,0.1364,0.0711,0.0535,0.0254,0.0276,0.0178,0.0024,0.0054,0.001531,1.1497,0.7134,0.5,0.0,0.5,-1.805,SL,6,-1.02,SL,1,0
13642,2024-02-17 08:50:00+00:00,SOLUSDT,109.45,109.87899518162489,109.76442496990336,0.3819394128663418,0,1,0.3,-0.4769,-1,-1.1232,-0.8232,-1.4577,-0.1554,-0.1058,0.0198,-0.0474,-0.0219,0.0287,-0.0211,-0.0079,0.0164,0.0014,0.00349,0.9153,0.6867,0.6939,0.3061,0.0,-1.12,SL,1,0.792,TIME_12B,12,2
13678,2024-02-17 11:50:00+00:00,SOLUSDT,109.44,109.44888501814677,109.32718058417265,0.2571859240923693,5,0,0.4732,-0.1886,0,-0.0345,0.4387,-1.172,0.0817,0.0752,0.0905,0.0286,0.0221,0.0199,0.0049,0.0009,-0.0015,-0.0129,0.00235,0.3777,0.3584,0.5714,0.0476,0.381,-1.401,SL,2,-1.149,SL,7,0
13689,2024-02-17 12:45:00+00:00,BNBUSDT,358.4,357.5473452226141,357.1695606640715,0.8070845612698914,4,1,0.4681,-0.1014,1,1.0565,1.5245,0.5989,0.0658,0.1221,0.0991,0.0355,0.0548,0.0369,0.0074,0.016,0.005,-0.0027,0.002252,0.7037,0.641,0.9091,0.0909,0.0,-1.895,SL,7,-1.02,SL,1,0
13795,2024-02-17 21:35:00+00:00,BNBUSDT,354.4,353.5270409318676,353.1283419345741,0.8059367754585843,4,1,0.4947,-0.4576,1,1.0832,1.5779,-0.3441,0.1612,0.0891,0.0117,0.0623,0.029,-0.0018,0.0199,0.0023,-0.0134,-0.0218,0.002274,0.9508,0.3576,0.7143,0.0,0.2857,-1.927,SL,3,-1.02,SL,1,0
13850,2024-02-18 02:10:00+00:00,SOLUSDT,108.1,108.74405584680235,108.59474081638614,0.29938175929433897,3,2,0.4987,-0.2769,-1,-2.1513,-1.6525,-1.6955,-0.2118,-0.2024,-0.1384,-0.0982,-0.0876,-0.0503,-0.0379,-0.031,-0.0097,-0.0043,0.002769,0.9773,0.4911,0.7407,0.2593,0.0,-1.12,SL,1,0.046,TIME_12B,12,0
13872,2024-02-18 04:00:00+00:00,ETHUSDT,2785.57,2779.5970871446198,2778.4656083086375,3.0452330885164605,3,0,0.3716,-0.3534,1,1.9614,2.333,2.5964,0.1658,0.1605,0.0377,0.0432,0.0342,-0.0241,0.0259,0.0212,-0.0071,0.0002,0.001093,0.8996,0.4172,0.7638,0.2343,0.002,0.026,TIME_12B,12,-1.02,SL,1,0
13877,2024-02-18 04:25:00+00:00,BTCUSDT,51616.94,51505.263243660454,51488.79721596105,51.265426785555796,5,0,0.3212,-0.569,1,2.1784,2.4996,1.911,0.2261,0.2179,0.1484,0.071,0.0583,0.0141,0.0328,0.0255,0.0027,-0.002,0.000993,1.3654,0.524,0.6506,0.3493,0.0002,-0.693,TIME_12B,12,-1.02,SL,1,0
13877,2024-02-18 04:25:00+00:00,SOLUSDT,109.13,108.43420700676238,108.37801721795172,0.24572383201186948,5,0,0.2287,-0.7824,1,2.8316,3.0603,2.5374,0.2437,0.1844,0.1107,0.0822,0.0509,0.0092,0.0374,0.0209,-0.0005,-0.0038,0.002252,1.641,0.7262,0.75,0.0227,0.2273,-0.284,TIME_12B,12,-1.02,SL,1,0
13882,2024-02-18 04:50:00+00:00,BNBUSDT,352.8,352.2608425221128,351.97875006746045,0.5932662624799558,4,1,0.4755,-0.1122,1,0.9088,1.3843,-0.5935,0.1,0.1041,0.0163,0.0403,0.0388,0.0021,0.0096,0.008,-0.011,-0.0214,0.001682,0.5408,0.4903,0.4,0.2,0.4,1.379,TP,9,-1.02,SL,1,1
13905,2024-02-18 06:45:00+00:00,BTCUSDT,51407.44,51563.64332155467,51538.98064827287,52.35771606700026,0,0,0.471,-0.6861,-1,-2.9834,-2.5123,-2.4364,-0.2021,-0.1421,-0.0294,-0.0652,-0.0351,0.0152,-0.0249,-0.0091,0.016,0.0088,0.001018,1.5103,0.2717,0.93,0.0532,0.0168,-1.12,SL,1,-1.67,SL,5,0
13908,2024-02-18 07:00:00+00:00,SOLUSDT,108.36,108.7866330425789,108.68538197202483,0.28916787160918134,0,0,0.3501,-0.3883,-1,-1.4754,-1.1252,-0.956,-0.1248,-0.1664,-0.1153,-0.0448,-0.0545,-0.0208,-0.0145,-0.0182,0.0002,0.0023,0.002669,0.9335,0.548,0.4651,0.5116,0.0233,-1.12,SL,1,-1.916,SL,3,0
13999,2024-02-18 14:35:00+00:00,BTCUSDT,51862.62,51710.1559389522,51694.66577453954,69.15544832376906,3,0,0.224,-0.4134,1,2.2047,2.4286,2.9419,0.1167,0.0888,0.0402,0.0308,0.0159,-0.009,0.0169,0.0094,-0.0025,0.0051,0.001333,3.178,0.6395,0.6805,0.3195,0.0,-1.002,TIME_12B,12,-1.02,SL,1,0
13999,2024-02-18 14:35:00+00:00,ETHUSDT,2808.96,2798.9203901682577,2796.716892890893,5.803245076461955,3,2,0.3797,-0.4378,1,1.73,2.1097,2.5058,0.1008,0.0691,-0.0036,0.0187,0.0021,-0.0291,0.0089,0.0006,-0.0138,0.0014,0.002066,5.525,0.4903,0.7099,0.2562,0.0338,-1.033,TIME_12B,12,-1.02,SL,1,0
14022,2024-02-18 16:30:00+00:00,ETHUSDT,2797.74,2802.0940930684374,2800.8221380333803,4.262934447707133,0,0,0.2984,-0.3661,-1,-1.0214,-0.723,0.3009,-0.1401,-0.0732,-0.0153,-0.049,-0.018,0.0065,-0.0188,-0.0027,0.0094,0.0156,0.001524,0.7334,0.5022,0.1584,0.0,0.8416,-1.12,SL,1,-1.393,SL,5,0
