event_idx,timestamp,symbol,close,U,L,atr14,ma_order_type,ma_cross_count_12,congestion_ratio,congestion_ratio_delta_3,price_location,dist_to_u,dist_to_l,dist_to_ma200,ma20_slope_3,ma20_slope_6,ma20_slope_12,ma50_slope_3,ma50_slope_6,ma50_slope_12,ma100_slope_3,ma100_slope_6,ma100_slope_12,ma200_slope_12,atr_ratio,vol_ratio_20,taker_buy_ratio,candle_body_ratio,upper_shadow_ratio,lower_shadow_ratio,long_net_r,long_exit_reason,long_bars_held,short_net_r,short_exit_reason,short_bars_held,action_label
4964,2024-01-18 05:40:00+00:00,ETHUSDT,2529.75,2529.8966129992955,2529.1910681825807,2.989060727265258,4,1,0.236,-0.0256,0,-0.049,0.187,-1.5755,-0.0452,-0.0332,-0.044,-0.0131,-0.0063,-0.0055,-0.0113,-0.008,-0.0075,-0.0197,0.001182,0.4196,0.5473,0.5185,0.4786,0.0028,-1.211,SL,2,-1.079,SL,2,0
4968,2024-01-18 06:00:00+00:00,SOLUSDT,100.78,100.48485932495075,100.33025066072416,0.33051790931088765,5,0,0.4678,-0.3004,1,0.893,1.3607,1.2881,0.09,0.0283,0.051,0.025,-0.0011,0.0034,0.0053,-0.0079,-0.006,0.0013,0.00328,1.2222,0.4495,0.2333,0.3667,0.4,0.277,TIME_12B,12,-1.02,SL,1,0
4988,2024-01-18 07:40:00+00:00,SOLUSDT,100.72,100.80062800363636,100.64010166467982,0.515770014875266,0,1,0.3112,-0.0103,0,-0.1563,0.1549,0.4945,-0.0202,-0.0602,0.0117,0.0019,-0.011,0.0201,0.0027,-0.0035,0.0118,0.0093,0.005121,0.3067,0.4178,0.4231,0.5,0.0769,-1.483,SL,7,-1.386,SL,1,0
5022,2024-01-18 10:30:00+00:00,BTCUSDT,42660.83,42774.65368240988,42752.74551106649,46.27088703131591,3,2,0.4735,-0.1405,-1,-2.4599,-1.9865,-1.4377,-0.16,-0.121,-0.0974,-0.0772,-0.0588,-0.0422,-0.028,-0.0177,-0.0073,0.003,0.001085,0.8591,0.3785,0.5946,0.343,0.0623,-1.12,SL,1,0.459,TIME_12B,12,2
5024,2024-01-18 10:40:00+00:00,ETHUSDT,2525.59,2537.3342923159544,2535.3316368012647,4.250477059350832,0,0,0.4712,-0.8631,-1,-2.7631,-2.2919,-2.3929,-0.2232,-0.1266,-0.0767,-0.0787,-0.0347,-0.0077,-0.0287,-0.0059,0.0084,0.0032,0.001683,0.9562,0.4135,0.6145,0.2189,0.1667,-1.12,SL,1,-0.054,TIME_12B,12,0
5055,2024-01-18 13:15:00+00:00,BNBUSDT,311.6,311.49340278971187,311.1768131366452,0.6462399319449643,0,2,0.4899,-0.0382,1,0.1649,0.6548,1.1761,0.0247,0.0329,-0.0236,0.0092,0.011,-0.0114,0.0145,0.0156,0.0052,0.0078,0.002074,1.9111,0.5473,0.125,0.375,0.5,0.948,TIME_12B,12,-1.099,SL,1,1
5077,2024-01-18 15:05:00+00:00,BTCUSDT,42668.0,42595.15003665354,42558.59811758416,81.12348054123387,4,1,0.4506,-0.2617,1,0.898,1.3486,0.4063,0.1667,0.1324,0.0973,0.0723,0.0528,0.032,0.0259,0.0148,0.0029,-0.0041,0.001901,1.0635,0.474,0.1905,0.6127,0.1968,-1.279,TIME_12B,12,-1.02,SL,1,0
5078,2024-01-18 15:10:00+00:00,ETHUSDT,2530.81,2524.69828452982,2522.371794461921,4.8840913230642595,4,1,0.4763,-0.1385,1,1.2514,1.7277,0.4414,0.1248,0.15,0.1494,0.061,0.0655,0.0547,0.0197,0.0205,0.0127,-0.0028,0.00193,0.4991,0.5421,0.5951,0.0469,0.358,-1.863,SL,12,-1.02,SL,1,0
5092,2024-01-18 16:20:00+00:00,ETHUSDT,2515.41,2524.775835519703,2523.3525371889623,4.795758215686982,4,1,0.2968,-0.1615,-1,-1.9529,-1.6562,-2.6673,-0.1575,-0.1084,-0.0278,-0.0536,-0.0291,0.0062,-0.032,-0.0195,-0.0026,-0.0085,0.001907,1.0052,0.4181,0.4243,0.352,0.2237,-1.12,SL,1,1.481,TP,3,2
5092,2024-01-18 16:20:00+00:00,BTCUSDT,42525.75,42605.10234514326,42589.07158444138,66.77194012730922,4,1,0.2401,-0.2494,-1,-1.1884,-0.9483,-1.6415,-0.1528,-0.1237,-0.0337,-0.0499,-0.032,0.0098,-0.0293,-0.0198,0.0005,-0.0042,0.00157,0.6445,0.5149,0.0839,0.3915,0.5245,-1.12,SL,1,1.481,TP,4,2
5102,2024-01-18 17:10:00+00:00,BNBUSDT,310.7,313.23676493428843,312.71928530210306,1.0499486860317444,2,1,0.4929,-0.1889,-1,-2.4161,-1.9232,-1.177,-0.2282,-0.2313,-0.1423,-0.0974,-0.0906,-0.0411,-0.0371,-0.0319,-0.0048,0.0062,0.003379,1.0367,0.4179,0.25,0.25,0.5,-1.12,SL,1,-0.254,TIME_12B,12,0
5159,2024-01-18 21:55:00+00:00,BNBUSDT,312.0,311.40556092608256,311.045988481997,0.7216666411606476,4,1,0.4983,-0.3356,1,0.8237,1.322,0.7699,0.1741,0.1642,0.1092,0.0639,0.0526,0.0191,0.0207,0.0139,-0.0044,-0.003,0.002313,0.2328,0.4806,0.5,0.1667,0.3333,-1.822,SL,6,-1.02,SL,1,0
5191,2024-01-19 00:35:00+00:00,BNBUSDT,311.3,312.31338242604755,311.9195991713556,0.8323242044475327,0,0,0.4731,-0.3299,-1,-1.2175,-0.7444,-0.5164,-0.1253,-0.133,-0.0221,-0.0337,-0.0312,0.0216,-0.0121,-0.0103,0.0163,0.0106,0.002674,0.8053,0.3481,0.0,0.1111,0.8889,-1.12,SL,1,-0.363,TIME_12B,12,0
5237,2024-01-19 04:25:00+00:00,BNBUSDT,311.7,310.88399756470073,310.5461304507504,0.7947848845272975,4,1,0.4251,-0.4522,1,1.0267,1.4518,0.6812,0.1476,0.1175,0.0832,0.0532,0.0367,0.0135,0.0169,0.0079,-0.005,-0.0064,0.00255,2.0553,0.3613,0.0769,0.0769,0.8462,-0.399,TIME_12B,12,-1.02,SL,1,0
5283,2024-01-19 08:15:00+00:00,ETHUSDT,2463.4,2466.7431690730527,2465.6986587577485,2.640648861321973,1,2,0.3956,-0.4054,-1,-1.266,-0.8705,-3.8627,-0.1385,-0.0948,-0.0404,-0.0332,-0.0103,0.0176,-0.0167,-0.0051,0.0082,-0.0273,0.001072,0.6804,0.4433,0.2162,0.0,0.7838,-1.12,SL,1,-1.336,SL,6,0
5284,2024-01-19 08:20:00+00:00,BTCUSDT,41259.99,41311.00276207294,41282.1737198129,64.14960895703693,1,2,0.4494,-0.4465,-1,-0.7952,-0.3458,-3.1531,-0.1491,-0.1386,-0.0676,-0.0362,-0.0244,0.0155,-0.0185,-0.0121,0.0076,-0.0255,0.001555,0.3555,0.6662,0.4141,0.0002,0.5857,-1.12,SL,1,-1.33,SL,6,0
5333,2024-01-19 12:25:00+00:00,SOLUSDT,94.19,94.58165404233871,94.46001834902982,0.25571387503955206,2,1,0.4757,-0.3453,-1,-1.5316,-1.0559,-2.1977,-0.1284,-0.117,-0.0787,-0.0472,-0.038,-0.0156,-0.013,-0.0075,0.0049,-0.0096,0.002715,2.4984,0.346,0.4167,0.0556,0.5278,-1.12,SL,1,-1.885,SL,11,0
5337,2024-01-19 12:45:00+00:00,BTCUSDT,41274.99,41375.25638283133,41349.26066091788,52.0245277077251,0,0,0.4997,-0.6118,-1,-1.9273,-1.4276,-2.9497,-0.154,-0.1423,-0.0822,-0.0541,-0.044,-0.0101,-0.0162,-0.0102,0.0081,-0.012,0.00126,1.7864,0.3053,0.5662,0.2013,0.2326,-1.12,SL,1,-1.557,SL,7,0
5363,2024-01-19 14:55:00+00:00,ETHUSDT,2474.62,2483.937495928643,2480.8036744059277,6.401576644616326,2,1,0.4895,-0.2076,-1,-1.4555,-0.966,-0.7523,-0.1151,-0.118,-0.0772,-0.0494,-0.0461,-0.0209,-0.0138,-0.0111,0.0033,0.0041,0.002587,0.9353,0.3671,0.7278,0.0014,0.2709,-1.12,SL,1,0.322,TIME_12B,12,2
5367,2024-01-19 15:15:00+00:00,BNBUSDT,313.1,313.92915021851434,313.48901061800177,0.9309146887354243,2,1,0.4728,-0.1925,-1,-0.8907,-0.4179,0.3095,-0.1327,-0.0953,-0.1079,-0.0572,-0.0378,-0.0353,-0.0181,-0.0074,-0.0044,0.0058,0.002973,1.2686,0.7209,0.4545,0.4545,0.0909,-1.12,SL,1,1.481,TP,11,2
5407,2024-01-19 18:35:00+00:00,ETHUSDT,2489.27,2467.024052031065,2462.952591119543,9.338201025785937,4,1,0.436,-0.55,1,2.3823,2.8183,1.9128,0.2626,0.2002,0.1888,0.1056,0.0731,0.054,0.0422,0.0245,0.0127,0.0007,0.003751,0.9487,0.596,0.54,0.349,0.111,-0.073,TIME_12B,12,-1.02,SL,1,0
5478,2024-01-20 00:30:00+00:00,SOLUSDT,92.85,93.2067820089027,93.02581296061751,0.4049057290507901,0,0,0.4469,-0.2627,-1,-0.8811,-0.4342,-0.9322,-0.0519,-0.0679,-0.0286,-0.0153,-0.0188,0.0004,0.0002,-0.001,0.0091,-0.0009,0.004361,1.0716,0.3145,0.7966,0.1017,0.1017,-1.12,SL,1,-1.865,SL,11,0
5511,2024-01-20 03:15:00+00:00,ETHUSDT,2483.25,2485.202732185336,2484.1317475358874,2.1519444801900676,2,0,0.4977,-0.0551,-1,-0.9074,-0.4097,0.7326,-0.0365,-0.0071,-0.0305,-0.0248,-0.0134,-0.0233,-0.0017,0.0046,0.0008,0.0125,0.000867,0.8388,0.4275,0.3197,0.0,0.6803,-1.12,SL,1,-0.24,TIME_12B,12,0
5531,2024-01-20 04:55:00+00:00,SOLUSDT,93.06,93.33155431685465,93.20847487469321,0.2641179183061034,0,0,0.466,-0.0958,-1,-1.0282,-0.5622,-0.7253,-0.0072,-0.021,-0.0215,0.0019,-0.0034,-0.0004,0.0091,0.0066,0.0088,0.0024,0.002838,1.8144,0.3076,0.9038,0.0,0.0962,-1.12,SL,1,0.348,TIME_12B,12,2
5533,2024-01-20 05:05:00+00:00,BNBUSDT,313.4,313.94607540339086,313.7603851050917,0.44328296752662505,2,0,0.4189,-0.0928,-1,-1.2319,-0.813,0.1871,-0.031,-0.0061,-0.0181,-0.024,-0.0144,-0.0207,-0.0029,0.0024,0.0004,0.0108,0.001414,1.3208,0.222,0.75,0.125,0.125,-1.12,SL,1,-0.492,TIME_12B,12,0
5556,2024-01-20 07:00:00+00:00,ETHUSDT,2483.28,2481.855884993743,2480.884916929938,1.9978301530915914,5,0,0.486,-0.2035,1,0.7128,1.1988,1.0613,0.1107,0.0909,0.0611,0.0334,0.0205,0.0009,0.0093,0.0022,-0.0082,-0.0004,0.000805,0.7722,0.7236,0.5827,0.0,0.4173,-1.344,SL,10,-1.02,SL,1,0
5561,2024-01-20 07:25:00+00:00,BNBUSDT,313.6,313.59794692029595,313.4342901261204,0.3343438318536852,5,1,0.4895,-0.0557,1,0.0061,0.4956,0.8004,0.0358,0.0431,-0.0031,-0.0044,-0.0045,-0.0257,-0.0039,-0.004,-0.0139,0.0018,0.001066,0.6931,0.9199,0.5,0.0,0.5,-1.268,SL,5,-1.062,SL,2,0
5575,2024-01-20 08:35:00+00:00,BTCUSDT,41540.06,41640.54318121374,41617.995277090704,46.43474234628386,2,1,0.4856,-0.6292,-1,-2.164,-1.6784,-0.4348,-0.1952,-0.1366,-0.075,-0.0737,-0.0449,-0.013,-0.0256,-0.0102,0.0069,0.0168,0.001118,1.7315,0.4293,0.2445,0.4842,0.2713,-1.12,SL,1,-0.453,TIME_12B,12,0
5582,2024-01-20 09:10:00+00:00,BNBUSDT,314.0,313.46691797073896,313.2858631680891,0.41515617369224794,5,0,0.4361,-0.409,1,1.2841,1.7202,1.6619,0.1118,0.0784,-0.0085,0.0309,0.0139,-0.0234,0.0101,0.0012,-0.017,-0.0044,0.001322,2.9805,0.6473,0.7143,0.2857,0.0,-0.147,TIME_12B,12,-1.02,SL,1,0
5617,2024-01-20 12:05:00+00:00,BTCUSDT,41608.9,41580.16726324422,41565.6677864268,31.88290758485353,5,0,0.4548,-0.2406,1,0.9012,1.356,1.6348,0.1138,0.1077,0.0506,0.0343,0.0266,-0.0032,0.0102,0.0057,-0.0096,0.003,0.000766,1.0746,0.5057,0.7249,0.0714,0.2038,-1.358,SL,5,-1.02,SL,1,0
5644,2024-01-20 14:20:00+00:00,BNBUSDT,313.5,314.47393142878707,314.29777090627,0.3575301655188956,2,1,0.4927,-0.2432,-1,-2.7241,-2.2313,-1.2068,-0.2765,-0.2553,-0.157,-0.1199,-0.1019,-0.0497,-0.048,-0.037,-0.0085,0.0074,0.00114,0.9259,0.6642,0.3333,0.0,0.6667,-1.12,SL,1,-0.876,TIME_12B,12,0
5645,2024-01-20 14:25:00+00:00,BTCUSDT,41559.99,41599.886360685094,41593.1183098338,37.99683506568274,0,0,0.1781,-0.5203,-1,-1.05,-0.8719,-0.2634,-0.143,-0.0877,-0.0338,-0.048,-0.0219,0.0038,-0.0214,-0.008,0.0048,0.009,0.000914,0.7167,0.5791,0.9997,0.0003,0.0,-1.12,SL,1,-1.249,SL,12,0
5657,2024-01-20 15:25:00+00:00,BNBUSDT,314.2,314.2799598906118,314.0908498482928,0.5047677401686727,3,0,0.3746,-0.0236,0,-0.1584,0.2162,0.5185,-0.0187,-0.0212,-0.0204,-0.0232,-0.0246,-0.0244,-0.0092,-0.0095,-0.0084,0.0022,0.001607,0.9474,0.7245,0.75,0.0,0.25,-1.253,SL,5,-1.136,SL,1,0
5665,2024-01-20 16:05:00+00:00,BTCUSDT,41631.89,41586.205837630696,41584.167397152945,44.6645524563598,5,0,0.0456,-0.0536,1,1.0228,1.0685,1.3824,0.0167,0.0178,0.0376,0.0046,0.0052,0.0082,0.0012,0.0016,0.0024,0.0049,0.001073,1.4231,0.6358,0.7238,0.147,0.1292,-1.391,SL,7,-1.02,SL,1,0
5683,2024-01-20 17:35:00+00:00,BNBUSDT,314.3,314.57184433393456,314.37190817078414,0.4091768213270648,0,0,0.4886,-0.051,-1,-0.6644,-0.1757,0.5257,-0.0062,0.0341,0.0054,0.0081,0.0229,0.0104,0.0096,0.0168,0.0103,0.0122,0.001302,0.5195,0.4545,0.8,0.0,0.2,-1.126,SL,1,-1.246,SL,3,0
5688,2024-01-20 18:00:00+00:00,SOLUSDT,92.16,91.59947181532408,91.4032974650315,0.4081186903730007,4,1,0.4807,-0.507,1,1.3734,1.8541,0.41,0.1422,0.0708,0.0587,0.0534,0.0223,0.0133,0.0157,-0.0004,-0.0058,-0.0132,0.004428,1.0875,0.4828,0.2424,0.0606,0.697,-0.159,TIME_12B,12,-1.02,SL,1,0
5700,2024-01-20 19:00:00+00:00,BNBUSDT,314.5,314.62069578202943,314.4564828807513,0.3878313951597713,0,0,0.4234,-0.0812,0,-0.3112,0.1122,0.8352,-0.0554,-0.0515,0.0036,-0.0148,-0.0104,0.0128,-0.0012,0.0014,0.013,0.0139,0.001233,0.5072,0.6918,0.3333,0.3333,0.3333,-1.197,SL,1,-1.147,SL,2,0
5769,2024-01-21 00:45:00+00:00,SOLUSDT,92.27,92.5959784628003,92.43818948016249,0.34392497702806785,2,1,0.4588,-0.0797,-1,-0.9478,-0.489,-0.2145,-0.1445,-0.1143,-0.0719,-0.0637,-0.0466,-0.0237,-0.0215,-0.0118,0.0011,0.0037,0.003727,0.4228,0.5918,0.725,0.275,0.0,-1.12,SL,1,-0.381,TIME_12B,12,0
5771,2024-01-21 00:55:00+00:00,ETHUSDT,2465.78,2468.7666325226587,2467.8889922244593,1.9172629849021479,0,0,0.4578,-0.2017,-1,-1.5578,-1.1,-1.7097,-0.0773,-0.12,-0.1059,-0.0249,-0.038,-0.0208,-0.0034,-0.0092,0.0009,-0.0059,0.000778,0.8503,0.4661,0.8878,0.0032,0.109,-1.12,SL,1,-1.295,SL,6,0
5789,2024-01-21 02:25:00+00:00,BTCUSDT,41711.26,41689.88994388493,41678.1046773944,28.038076943459387,3,0,0.4203,-0.1288,1,0.7622,1.1825,2.0346,0.0108,0.0155,0.0062,-0.0154,-0.0145,-0.021,-0.0035,-0.0025,-0.0048,0.0091,0.000672,3.3058,0.5351,0.8603,0.1397,0.0,-1.305,SL,1,-1.02,SL,1,0
5794,2024-01-21 02:50:00+00:00,SOLUSDT,92.78,92.43089993932041,92.39147329344084,0.24210378137551655,2,1,0.1629,-0.172,1,1.4419,1.6048,1.8307,0.1017,0.0704,0.0346,0.0297,0.0143,-0.0045,0.0176,0.0098,0.0008,0.0026,0.002609,0.6958,0.7018,0.9355,0.0,0.0645,-0.313,TIME_12B,12,-1.02,SL,1,0
5812,2024-01-21 04:20:00+00:00,BTCUSDT,41662.87,41688.365105698045,41682.123756147,15.275987849305356,3,2,0.4086,0.1661,-1,-1.669,-1.2604,0.0918,-0.1139,-0.1174,-0.0826,-0.0585,-0.0559,-0.036,-0.025,-0.0227,-0.0111,0.012,0.000367,0.7632,0.4244,0.2915,0.2331,0.4753,-1.12,SL,1,-0.588,TIME_12B,12,0
5821,2024-01-21 05:05:00+00:00,SOLUSDT,92.47,92.62365378542601,92.54348802586777,0.16159045538770528,2,1,0.4961,-0.2098,-1,-0.9509,-0.4548,0.1861,-0.1215,-0.1166,-0.0933,-0.0455,-0.0382,-0.0204,-0.0119,-0.0072,0.003,0.0084,0.001747,0.7105,0.4761,0.0,0.3333,0.6667,-1.12,SL,1,-0.079,TIME_12B,12,0
5854,2024-01-21 07:50:00+00:00,ETHUSDT,2474.76,2472.2630201494126,2471.7345248266315,1.2171404650879425,3,1,0.4342,-0.3725,1,2.0515,2.4857,2.9183,0.2214,0.1324,-0.0568,0.061,0.0179,-0.0558,0.0367,0.015,-0.0192,-0.0042,0.000492,1.1362,0.7241,0.9688,0.0156,0.0156,-0.68,TIME_12B,12,-1.02,SL,1,0
5858,2024-01-21 08:10:00+00:00,SOLUSDT,92.41,92.36422039373316,92.28801108227489,0.17829793041749142,5,0,0.4274,-0.4007,1,0.2568,0.6842,0.2571,0.0953,0.1108,0.0969,0.0297,0.0314,0.0141,0.008,0.0082,-0.0017,-0.001,0.001929,1.2468,0.3111,0.2963,0.6667,0.037,-0.136,TIME_12B,12,-1.02,SL,1,0
5868,2024-01-21 09:00:00+00:00,BNBUSDT,318.2,317.80424830292793,317.632136988655,0.388500733813011,2,0,0.443,-0.1839,1,1.0187,1.4617,3.2536,0.0108,-0.0104,-0.017,-0.0069,-0.015,-0.0168,0.0056,0.0021,0.0025,0.0202,0.001221,3.1427,0.7679,1.0,0.0,0.0,-0.155,TIME_12B,12,-1.02,SL,1,0
5920,2024-01-21 13:20:00+00:00,ETHUSDT,2474.47,2474.957622162246,2474.1766341781763,1.6782230852252205,3,1,0.4654,-0.1441,0,-0.2906,0.1748,0.6206,0.0211,-0.0214,-0.0606,-0.0121,-0.0305,-0.0437,-0.0015,-0.0102,-0.0149,0.0003,0.000678,1.1441,0.3996,0.0517,0.944,0.0043,-0.526,TIME_12B,12,-1.086,SL,1,0
5945,2024-01-21 15:25:00+00:00,ETHUSDT,2472.43,2477.011329387532,2475.9239265676456,2.3721149918590205,0,0,0.4584,-0.7371,-1,-1.9313,-1.4729,-0.8514,-0.1763,-0.0704,-0.0132,-0.0592,-0.0133,0.0104,-0.0214,0.002,0.0137,0.0133,0.000959,1.6198,0.3275,0.5257,0.0027,0.4715,-1.12,SL,1,-0.211,TIME_12B,12,0
5947,2024-01-21 15:35:00+00:00,SOLUSDT,92.48,93.21601949179244,93.08591128795196,0.29277715797321974,2,1,0.4444,-0.5549,-1,-2.5139,-2.0695,-1.3154,-0.1448,-0.1053,-0.0344,-0.0547,-0.035,-0.0041,-0.0171,-0.0064,0.0096,0.0128,0.003166,5.6894,0.3294,0.6386,0.0,0.3614,-1.12,SL,1,-0.068,TIME_12B,12,0
5947,2024-01-21 15:35:00+00:00,BNBUSDT,318.0,318.92863677399055,318.7132416923228,0.43547349958499043,2,1,0.4946,-0.4763,-1,-2.1325,-1.6379,-0.1378,-0.1266,-0.0902,-0.0423,-0.0493,-0.0312,-0.0097,-0.0135,-0.0036,0.0079,0.0199,0.001369,1.9236,0.4698,0.5833,0.0,0.4167,-1.12,SL,1,-1.66,SL,12,0
5947,2024-01-21 15:35:00+00:00,BTCUSDT,41661.63,41779.25533297373,41755.76177584135,47.92886250605966,2,1,0.4902,-0.5857,-1,-2.4542,-1.964,-1.2571,-0.1757,-0.1204,-0.057,-0.0628,-0.0357,-0.0057,-0.0201,-0.0057,0.0099,0.0125,0.00115,2.5181,0.382,0.6521,0.0,0.3479,-1.12,SL,1,-0.42,TIME_12B,12,0
