symbol,entry_time,exit_time,entry_price,exit_price,units,leverage,gross_pnl_usdt,entry_fee_usdt,exit_fee_usdt,entry_slippage_usdt,exit_slippage_usdt,slippage_cost_usdt,funding_cost_usdt,borrow_cost_usdt,net_pnl_usdt,gross_ret_pct,exit_reason,bars_held
SOLUSDT,2023-10-19 20:00:00,2023-10-23 16:00:00,25.162574999999997,28.965510000000002,28818.833782947077,1.0,109596.15165235198,580.5893246404639,667.8017745026332,362.3968348205084,417.58490151486166,779.98173633537,0.0,0.0,108347.7605532089,15.113457187907061,SIGNAL_EXIT,23
BTCUSDT,2023-10-23 16:00:00,2023-10-26 08:00:00,30898.771665,34630.026325,26.97250097371163,1.0,100641.26995001602,667.267533083031,747.2467350165774,416.5003242481874,467.2628408057541,883.7631650539415,0.0,0.0,99226.75568191642,12.075737833379659,SIGNAL_EXIT,16
ETHUSDT,2023-10-26 08:00:00,2023-10-26 16:00:00,1850.274675,1777.340885,504.014098932677,1.0,-36759.65844859499,746.6489376285642,716.6438917195854,466.04923693056264,448.1264955725004,914.175732503063,0.0,0.0,-38222.95127794314,-3.941781778967483,SIGNAL_EXIT,2
BTCUSDT,2023-10-26 16:00:00,2023-10-30 12:00:00,34061.46222,34591.20574500001,26.25759705806182,1.0,13909.792023567437,716.0705766062097,726.6255537637786,446.9625937936528,454.36815517983246,901.3307489734852,0.0,0.0,12467.09589319745,1.5552577325613277,SIGNAL_EXIT,23
SOLUSDT,2023-10-30 12:00:00,2023-11-05 08:00:00,34.967475,41.53922000000001,25933.507420757112,1.0,170428.39772482362,726.0442533207677,861.8061360979701,453.1880421776648,538.8982842032009,992.0863263808657,0.0,0.0,168840.5473354049,18.7938791691422,SIGNAL_EXIT,35
BNBUSDT,2023-11-05 08:00:00,2023-11-07 20:00:00,244.5222,247.67610000000002,4398.515747425695,1.0,13872.478815805993,861.1166911890915,871.5257808887851,537.4986243353861,544.976101106008,1082.4747254413942,0.0,0.0,12139.836343728115,1.2898215376763424,SIGNAL_EXIT,15
SOLUSDT,2023-11-07 20:00:00,2023-11-09 16:00:00,43.88193,46.3768,24786.167604064554,1.0,61838.26597035268,870.8285602640741,919.6025101921449,543.5606555570753,575.0390884141902,1118.5997439712655,0.0,0.0,60047.83489989646,5.685415386242141,SIGNAL_EXIT,11
ETHUSDT,2023-11-09 16:00:00,2023-11-10 20:00:00,2036.0275049999998,2086.946005,563.678371526619,1.0,28701.657160578146,918.8668281839912,941.0930604499065,573.5455614200803,588.47740148193,1162.0229629020102,0.0,0.0,26841.697271944246,2.500874859251963,SIGNAL_EXIT,7
SOLUSDT,2023-11-10 20:00:00,2023-11-20 20:00:00,54.137055,57.511230000000005,21694.657980858614,1.0,73201.5725925638,940.3401860015465,998.1491719267965,586.9489716720683,624.1553101091811,1211.1042817812495,0.0,0.0,71263.08323463546,6.232653401630377,SIGNAL_EXIT,60
BNBUSDT,2023-11-20 20:00:00,2023-11-21 20:00:00,257.52869999999996,239.97995,4837.095691019989,1.0,-84884.98300778682,997.3506525892549,928.6447856609541,622.5342154341794,580.693337706911,1203.2275531410905,0.0,0.0,-86810.97844603704,-6.814289048172091,SIGNAL_EXIT,6
BTCUSDT,2023-11-21 20:00:00,2023-11-22 00:00:00,36998.479994999994,35723.779175,31.324244552136207,1.0,-39929.04021648827,927.9018698324253,895.2163161633686,579.1851251476588,559.7900926483716,1138.9752177960304,0.0,0.0,-41752.158402484056,-3.445278887598234,SIGNAL_EXIT,1
SOLUSDT,2023-11-22 00:00:00,2023-11-22 20:00:00,51.675824999999996,57.301335,21619.98727151307,1.0,121623.45459576961,894.5001431104379,991.0833066725651,558.3361712867719,619.7369351378488,1178.0731064246206,0.0,0.0,119737.87114598662,10.886154212342051,SIGNAL_EXIT,5
ETHUSDT,2023-11-22 20:00:00,2023-11-24 16:00:00,2078.01849,2115.38178,595.217398471756,1.0,22239.280272145916,990.2904400272271,1007.2896318929222,618.1273161388807,629.8709554107174,1247.998271549598,0.0,0.0,20241.700200225765,1.7980249059285431,SIGNAL_EXIT,11
BTCUSDT,2023-11-24 16:00:00,2023-12-07 20:00:00,38240.210549999996,43181.968215,32.87372763783259,1.0,162453.9955313817,1006.4838001874078,1135.6418095723632,628.2350157091028,710.1311965809821,1338.3662122900848,0.0,0.0,160311.86992162192,12.922935292258753,SIGNAL_EXIT,79
ETHUSDT,2023-12-07 20:00:00,2023-12-08 04:00:00,2336.78781,2374.042385,606.5085930329965,1.0,22595.21986729248,1134.7332961247052,1151.9016853816397,708.2868000298137,720.298702714775,1428.5855027445887,0.0,0.0,20308.584885786135,1.5942643504289928,SIGNAL_EXIT,2
SOLUSDT,2023-12-08 04:00:00,2023-12-11 16:00:00,71.505735,69.22537000000001,20104.320651730024,1.0,-45845.18916298212,1150.9801640333344,1113.383228571722,718.427898489623,696.2126241692666,1414.6405226588895,0.0,0.0,-48109.55255558717,-3.189065884016141,SIGNAL_EXIT,21
